tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,reconstruction_error_recovered_mean,reconstruction_error_recovered_std,reconstruction_error_recovered_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.12177568080305001,0.03803722139856086,0.001446830211723136,0.10107153116074999,0.039749827510493566,0.001580048787113991,0.051544866685701,0.03705888549012624,0.001373360993770289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,837.125099945,9.332060654936981,87.08735606742283
