fair_majority,fair_minority1,fair_minority2,run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI_true_labels,AMI_true_labels,ARI_true_labels,NMI_rows,AMI_rows,ARI_rows,NMI_cols,AMI_cols,ARI_cols,balance_chierichetti,balance_bera,KL_fairness_error,time
0.0,0.3,0.5,1.0,156.0,2.0,2.0,0.1199443320676718,0.1199443320676718,0.110490658912411,0.1087608103743588,0.1003972250199206,0.8944057222398818,0.8943930938387211,0.9451353447057496,0.9005344073920885,0.900515015948615,0.948849270251928,0.116333178222429,0.5491380351186502,0.0731271545082531,62.83506798744202
0.0,0.3,0.6,1.0,117.0,2.0,2.0,0.1199757619401976,0.1199757619401976,0.1147670637868506,0.1130456721421929,0.1012796790501792,0.9035024839546704,0.9034909446104532,0.950939692993295,0.905358192226906,0.9053397450885706,0.9520068887236648,0.1231203007518797,0.5775204661971995,0.0659025123463812,50.360748291015625
0.0,0.3,0.7,8.0,126.0,2.0,2.0,0.1199304761423146,0.1199304761423148,0.1197764377526642,0.1180643443380388,0.1099595538657405,0.9166853884400036,0.9166754198957092,0.9554663796931672,0.8965887997799019,0.896568629920433,0.9435982028161052,0.1435272045028142,0.6632703595405942,0.0527875150444641,56.98241448402405
0.0,0.3,0.8,1.0,102.0,2.0,2.0,0.1195608716212755,0.1195608716212754,0.1141623544617459,0.1124398629799431,0.1003804063776505,0.8348529961787646,0.8348332247565132,0.8999681667225864,0.9027879095492294,0.9027689635787356,0.9499012599601154,0.1643964302489431,0.7489888296500372,0.0427968958591833,48.37632298469544
0.0,0.3,0.9,6.0,118.0,2.0,2.0,0.1187367269605428,0.1187367269605429,0.1245957074271825,0.122893309627895,0.1104146757292449,0.755749687469,0.755720431725483,0.839440985339738,0.7858551299869904,0.7858133823810403,0.8685924152398007,0.1872623574144486,0.8018147314532856,0.0319287426779053,60.48575711250305
0.0,0.3,1.0,5.0,156.0,2.0,2.0,0.1181382017311656,0.1181382017311654,0.1162114082321904,0.1144929458333138,0.1035529193416215,0.7688853729385762,0.7688576580622513,0.8424775512564432,0.8599341772040187,0.8599068811658005,0.9217031984326924,0.2068965517241379,0.7879945198739577,0.0293322274925073,79.99732995033264
0.0,0.4,0.0,7.0,127.0,2.0,2.0,0.1199588277910503,0.11995882779105,0.1173272566359305,0.1156101092041885,0.1086468226198829,0.958860581869419,0.9588556626692576,0.9821961702851292,0.8956739488338821,0.8956535916825329,0.938361692431358,0.1147540983606557,0.5414325020489404,0.0728623507695652,50.03500485420227
0.0,0.4,0.1,8.0,146.0,2.0,2.0,0.1200547397568616,0.1200547397568622,0.1169469330601669,0.1152297885248077,0.1034286875129257,0.9586441141514432,0.9586391687412216,0.9821961667441284,0.9560447360788202,0.9560361686300378,0.9806611757643472,0.1186122831692452,0.5576819769003493,0.0693178839685561,67.88286876678467
0.0,0.4,0.2,1.0,132.0,2.0,2.0,0.120073527175444,0.1200735271754438,0.1168693463642043,0.1151519995503692,0.1054476599827376,0.8911843516521752,0.891171339721224,0.9432045373863656,0.8901566706925804,0.8901352591576293,0.9425498372984834,0.1227573182247403,0.57384573109057,0.0641345722725294,70.23820376396179
0.0,0.4,0.3,5.0,92.0,2.0,2.0,0.1201049980068193,0.120104998006819,0.1176860482867914,0.1159703073241774,0.1055371613869453,0.905612727119573,0.905601439926899,0.952231954617438,0.9035554111454608,0.9035366118986068,0.9509537709585626,0.1197745420385157,0.5617313667994224,0.0675052297811758,55.10814547538757
0.0,0.4,0.4,5.0,209.0,2.0,2.0,0.1199775709014467,0.1199775709014467,0.1245240800892187,0.122821669726812,0.1107008386075325,0.8592649790810974,0.8592481509802472,0.9220957041927116,0.8527102081294167,0.8526814994461905,0.9175617944459208,0.1233981964878974,0.5747656505055918,0.0618640244321706,97.99207878112792
0.0,0.4,0.5,6.0,185.0,2.0,2.0,0.1199479740750163,0.1199479740750164,0.1216791436456429,0.1199711588945065,0.1081490594842295,0.9163014788922346,0.9162914700745456,0.9587064371865174,0.9302076272328048,0.9301940229307106,0.9668116427214528,0.1226415094339622,0.5731119130201217,0.0641837711011015,108.33464550971983
0.0,0.4,0.6,8.0,90.0,2.0,2.0,0.1199306630341156,0.1199306630341158,0.127475072940122,0.1257779811361837,0.1162908309051098,0.8573754541801345,0.8573583998728506,0.9208240531463524,0.8047631813515209,0.8047251029192105,0.8817222605443469,0.1244655581947743,0.5788157700303878,0.0606733644771533,46.01656913757324
0.0,0.4,0.7,1.0,236.0,2.0,2.0,0.1199705000092502,0.11997050000925,0.1146226022434929,0.1129010125294852,0.1003304916954713,0.8906713571335665,0.890658276522472,0.9406330685404488,0.9152104292289472,0.915193904491252,0.9572812066558726,0.1436619718309859,0.6638964800813814,0.0526464084556465,84.96124601364136
0.0,0.4,0.8,2.0,255.0,2.0,2.0,0.119403729427691,0.1194037294276908,0.1152205494429507,0.1134996757267375,0.1053586783916955,0.8355315132211438,0.8355118217542746,0.8999681472098021,0.8561880155483892,0.8561599691170524,0.91859614734437,0.1642421398404505,0.7480601392226969,0.0427647462608141,110.09499835968018
0.0,0.4,0.9,2.0,190.0,2.0,2.0,0.1188780547731507,0.1188780547731508,0.1129686821142325,0.1112438407945815,0.1004167103084979,0.7739412957570597,0.7739142107588428,0.8516222322477768,0.8604904179212118,0.8604632272909669,0.9227399754299992,0.1860245514636449,0.8000087130079235,0.0332017902905904,85.44560384750366
0.0,0.4,1.0,5.0,153.0,2.0,2.0,0.1178960631884089,0.1178960631884085,0.1262163382650024,0.1245171677274563,0.1115554650174436,0.7282599770071739,0.7282273970040564,0.8129502112417781,0.7728986980717857,0.7728544296806658,0.8585594753010003,0.2078785002373042,0.7911956236972494,0.028157407734514,74.19541311264038
0.0,0.5,0.0,4.0,198.0,2.0,2.0,0.1199232596701835,0.1199232596701834,0.1147441085338709,0.1130226106499093,0.1024754830079226,0.8952335314980394,0.8952210033378131,0.945779409547623,0.9104432180275766,0.9104257604294996,0.9551697129117356,0.1175093632958801,0.5532734237232713,0.0706298514147906,68.8782057762146
0.0,0.5,0.1,0.0,205.0,2.0,2.0,0.1200594143675231,0.1200594143675231,0.125145745331268,0.1234441363551892,0.1143659168064054,0.934310879789384,0.9343030242937844,0.969111221708,0.8707753367911731,0.8707501336944048,0.9279325857838072,0.1224105461393597,0.5723799693253323,0.0647635847196012,91.17696070671082
0.0,0.5,0.2,3.0,93.0,2.0,2.0,0.1199207844796202,0.1199207844796203,0.1172088225274968,0.1154916925078608,0.1083327700426203,0.8802363438639426,0.8802220219404058,0.9361417066703496,0.8410365905778775,0.841005583553836,0.9072489775411668,0.1191928671984983,0.5593497926902722,0.0681631043232309,44.14627146720886
0.0,0.5,0.3,8.0,100.0,2.0,2.0,0.1199706726153493,0.1199706726153494,0.123718220664537,0.1220138351245066,0.1131671614134511,0.9251370393268364,0.925128087233024,0.963901814511808,0.8739901527898982,0.8739655766889115,0.9300137616365726,0.1225836869401225,0.5734785873086823,0.0646901214817887,43.63711929321289
0.0,0.5,0.4,5.0,144.0,2.0,2.0,0.1199533590514118,0.1199533590514117,0.1090375199655289,0.1073047569832632,0.0994643345608288,0.8883304527708781,0.8883170978062933,0.9412756585794416,0.875038546804521,0.8750141815778674,0.9320973135489194,0.1191032227930873,0.5601207958210231,0.0696764392069191,55.40610074996948
0.0,0.5,0.5,9.0,314.0,2.0,2.0,0.1200949754440485,0.1200949754440486,0.1155980574303451,0.113878181892982,0.103393842789708,0.92626523245611,0.9262564150459076,0.9645522206439892,0.91409549334068,0.914078746732784,0.95728117682626,0.1180327868852459,0.5553001746805185,0.0699851852052396,113.87525248527528
0.0,0.5,0.6,6.0,136.0,2.0,2.0,0.119928208616428,0.119928208616428,0.1258747813939361,0.1241745769664123,0.1160120991399454,0.8545887578773909,0.8545713702114393,0.9189182251351472,0.8047631813515209,0.8047251029192105,0.8817222605443469,0.124406457739791,0.5786303710009097,0.060812627868128,54.51445960998535
0.0,0.5,0.7,2.0,208.0,2.0,2.0,0.1198023683793449,0.1198023683793448,0.1147513976540855,0.113030007641259,0.1017187310178681,0.8809495822445785,0.8809353377494984,0.9342199792597542,0.9090651232353306,0.9090473994859836,0.9541148682095024,0.1437294504462188,0.663061915052995,0.051840080203844,81.71293926239014
0.0,0.5,0.8,9.0,142.0,2.0,2.0,0.1194838152144415,0.1194838152144416,0.1162388237569677,0.1145199692019326,0.1062268223680271,0.8381366564235821,0.8381172755836108,0.9012253042689026,0.85424487383866,0.8542164500983517,0.9175616894277266,0.1641651031894934,0.7471337489574056,0.0424639888953776,72.20042324066162
0.0,0.5,0.9,2.0,216.0,2.0,2.0,0.118807388759633,0.1188073887596328,0.1244208923774821,0.1227184396832859,0.1060725456631908,0.7596332214323176,0.759604427648045,0.8418701904480316,0.82987467730522,0.8298415256257042,0.9000650322322671,0.1868183973447131,0.8014014640520665,0.0323382049884222,89.06067061424255
0.0,0.5,1.0,8.0,225.0,2.0,2.0,0.1179917521497813,0.1179917521497813,0.122496165394756,0.1207899703126832,0.1063842477335002,0.7362088425571919,0.736177214169238,0.8189334256354915,0.82987467730522,0.8298415256257042,0.9000650322322671,0.2076813655761024,0.790716111198039,0.0283593617705179,87.88904142379761
0.0,0.6,0.0,8.0,182.0,2.0,2.0,0.1201360324167233,0.1201360324167232,0.1161799723159722,0.1144612849368194,0.1037448356195149,0.9110223120901592,0.911011672766018,0.9554664654980904,0.910427005813024,0.910409545532934,0.9551697160469608,0.1201130475741874,0.5637124649189457,0.0672289277773139,86.75282120704651
0.0,0.6,0.1,8.0,184.0,2.0,2.0,0.1199141334508627,0.1199141334508629,0.1199975665321929,0.1182857107910694,0.1106291667181516,0.9474574568536044,0.9474511740874008,0.9762970904870182,0.8924698812735482,0.8924489019682329,0.9383617153112848,0.119002822201317,0.5589327855636951,0.0682704268524838,55.39153933525085
0.0,0.6,0.2,0.0,118.0,2.0,2.0,0.1200993252686511,0.1200993252686516,0.1198936683376098,0.1181817748898562,0.1091813625992578,0.9707863168104786,0.9707828235324862,0.988113013986674,0.9159449135121852,0.9159285182782928,0.9541147796410656,0.117205813408345,0.5519514224263345,0.0706699032299838,58.06355881690979
0.0,0.6,0.3,6.0,93.0,2.0,2.0,0.1199451624562281,0.1199451624562281,0.1236025443449798,0.1218979203361321,0.1130170419472489,0.914133791571743,0.9141235237123604,0.957409788747698,0.8725796780894141,0.8725548263932205,0.9289728787049026,0.1226993865030674,0.5734785873086823,0.0641589777351026,50.88767123222351
0.0,0.6,0.4,9.0,432.0,2.0,2.0,0.1199737288405166,0.1199737288405168,0.112521959904831,0.1107960923983026,0.0997596277583102,0.936704726045962,0.9366971566850992,0.970415766571927,0.9267872252153778,0.92677295257828,0.9646896751606256,0.1175921605226318,0.5544142458759868,0.0715843997714009,117.49667978286745
0.0,0.6,0.5,0.0,117.0,2.0,2.0,0.120090100748734,0.1200901007487336,0.1162920908964414,0.1145735939215505,0.1041099898085268,0.9163014788922346,0.9162914700745456,0.9587064371865174,0.9087278608330476,0.9087100686054318,0.9541148501403844,0.1191928671984983,0.5598862534888881,0.0685310394552099,47.78484129905701
0.0,0.6,0.6,1.0,195.0,2.0,2.0,0.1200542345525804,0.1200542345525802,0.1206101177073235,0.1188994691934238,0.1101348032754757,0.9588562339632022,0.9588513136588424,0.9821961639096244,0.893860300964809,0.8938395934200197,0.9394078428508048,0.1230624706434946,0.5764148111885259,0.0654191390499196,53.15667891502381
0.0,0.6,0.7,4.0,328.0,2.0,2.0,0.1200573195600657,0.1200573195600657,0.1160721029839531,0.1143532322016491,0.1036388644541148,0.8657093211617187,0.865693253769006,0.9246414911845156,0.8951526730383116,0.8951322361712462,0.9456969468876676,0.1441356570890249,0.663687641930994,0.0506341252130816,172.35970449447632
0.0,0.6,0.8,5.0,203.0,2.0,2.0,0.1197212218023466,0.1197212218023468,0.1138487669242354,0.1121256656784823,0.1008953429858629,0.8325131801005707,0.8324931259290577,0.8974564053180889,0.882794431504902,0.8827715889424992,0.937316345062294,0.1640112464854733,0.7471337489574056,0.0430055604534143,91.79505324363708
0.0,0.6,0.9,0.0,134.0,2.0,2.0,0.1189639835764322,0.1189639835764322,0.1260415437967681,0.1243422122551598,0.1071399502712503,0.7734193735522746,0.7733922307147377,0.8522336816054517,0.8378443031159233,0.8378127030099551,0.9062211400334628,0.1865530303030303,0.7990275061384183,0.0329625988543949,60.356637716293335
0.0,0.6,1.0,5.0,160.0,2.0,2.0,0.1180449669416511,0.1180449669416511,0.1152245338899983,0.1135037440235064,0.1068757205049687,0.7770818463060931,0.7770551106286512,0.8473483030980125,0.8203906050791719,0.8203555813710672,0.8939297035036962,0.2056338028169014,0.7792456532178474,0.031822126182332,103.61488366127014
0.0,0.7,0.0,2.0,132.0,2.0,2.0,0.120153615744088,0.1201536157440883,0.1155360422642067,0.1138161932021906,0.1018711435833043,0.9185837881126564,0.9185740528596836,0.960003973059741,0.9199032599225891,0.9198876489458316,0.9604527745459192,0.1212264150943396,0.5679516450064396,0.0658339699356868,65.94199872016907
0.0,0.7,0.1,7.0,143.0,2.0,2.0,0.1199975607365784,0.1199975607365786,0.1215616949120112,0.1198536046878513,0.1078472468731554,0.9066545638510688,0.9066434015332911,0.952878419362246,0.9030624985444292,0.9030436064714594,0.9499012625474444,0.1242324043457723,0.5799101360517397,0.0628452432047196,64.25131702423096
0.0,0.7,0.2,3.0,70.0,2.0,2.0,0.1200195071158462,0.1200195071158463,0.1186386185881313,0.1169242552848456,0.1079394602558528,0.9763867594443082,0.9763839358026196,0.9907484248690764,0.9212862507210906,0.9212708966725918,0.9562250830497252,0.1171508903467666,0.5515981735159817,0.0706968292804698,36.7354953289032
0.0,0.7,0.3,2.0,122.0,2.0,2.0,0.1199191973546064,0.1199191973546064,0.1121964588251894,0.1104698735464689,0.1014366924356622,0.8911995858458768,0.8911865748453963,0.9432045256558612,0.8959551369069456,0.8959348510704043,0.9456969100791018,0.1164095371669004,0.5481638937000298,0.0714583973885009,72.7070050239563
0.0,0.7,0.4,5.0,249.0,2.0,2.0,0.1200023231289582,0.1200023231289583,0.1137802444769307,0.112056833881717,0.1020667994355045,0.8942585788184155,0.8942459335177124,0.9451353538340772,0.8870031469874712,0.8869811188766713,0.9404546681893584,0.1168770453482936,0.5501896879149195,0.0710838947524365,99.52610349655151
0.0,0.7,0.5,1.0,117.0,2.0,2.0,0.1200722446955919,0.1200722446955917,0.1150621036396509,0.1133412241394888,0.102321745550584,0.9130525041885172,0.913042106941279,0.9567617913590628,0.9139449783805488,0.9139282033921352,0.9572811830771528,0.1197183098591549,0.5622702840045385,0.068145306398876,47.54570508003235
0.0,0.7,0.6,8.0,234.0,2.0,2.0,0.119938516560381,0.1199385165603807,0.1089163870006843,0.1071833999980509,0.0980323515045071,0.9112390810266766,0.9112284655856844,0.9554664397353564,0.8962017888198726,0.896181550390946,0.9456969054049948,0.1221445221445221,0.5751302191228399,0.0689870730610509,91.39334201812744
