fair_majority,fair_minority,fair_minority2,tau_x_mean,tau_y_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,tau_x_std,tau_y_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,tau_x_var,tau_y_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.0,0.0,0.0,0.11988349847332522,0.11988349847332518,0.11703155360430754,0.1153142960423276,0.10544562580973368,0.8998633257490447,0.899851351700587,0.9477523233595138,0.8847673863775312,0.8847449159841613,0.9368654981935153,0.1197889212303869,0.5620463538189497,0.06765695228040844,3.534557509422302,8.91719042256398e-05,8.91719042256093e-05,0.005006658448910188,0.005016465043136649,0.00456718489827135,0.03388139605620966,0.03388544673935058,0.020912829472938602,0.025914644114340923,0.025919700732742017,0.01732683306217416,0.0031020771250331054,0.011776839092178165,0.004430781595460405,1.0604560281551925,7.951628503226677e-09,7.951628503221238e-09,2.5066628824043773e-05,2.516492152901198e-05,2.0859177894997877e-05,0.0011479489987177398,0.0011482235007253647,0.0004373464365642094,0.0006715687795729446,0.000671830886074907,0.0003002191439644516,9.622882489653656e-06,0.00013869393900305585,1.963182554667065e-05,1.1245669876506865
0.0,0.0,0.1,0.1186407461541944,0.11754568555386993,0.11945942512229843,0.11761524812274123,0.10574314068102213,0.843056321917915,0.8430346698011855,0.8990803581342467,0.8639617490470461,0.8639310012534382,0.9187878771797872,0.12235420341759892,0.5705066256433592,0.06864168090320086,5.307892560958862,0.0036800207273636576,0.007140896056773116,0.007496226234142201,0.007291823836641413,0.0053680442050334405,0.09561114251855451,0.0956308041594606,0.09669685088748674,0.07291178466330729,0.0729377523344367,0.0627789728763863,0.004339625027083875,0.014637391563951677,0.013409968499762753,3.960619293079842,1.3542552553826143e-05,5.099239649363783e-05,5.6193407753441765e-05,5.3170694864611896e-05,2.8815898587193106e-05,0.009141490573703344,0.009145250704185107,0.009350280971556844,0.005316128342788492,0.005319915715599626,0.003941199435414047,1.8832345375692725e-05,0.00021425323179644372,0.0001798272551646293,15.68650518471627
0.0,0.0,0.2,0.11725191044571268,0.11515114862538756,0.12061444191550093,0.11864159549779363,0.10763093759870093,0.8209243282575652,0.8208970878277736,0.8720994139813042,0.8279808937787569,0.8279389892578317,0.8883890753001882,0.12240362833901364,0.5701743646078802,0.07448825715860352,7.518306827545166,0.005388454342908193,0.00981643193459993,0.00842378532245191,0.008219994610888588,0.0067229199994683665,0.1273371247676367,0.12736414935697685,0.13294721985975141,0.08770927393673753,0.08774206500833003,0.07857575620343132,0.00408311772117719,0.014456319539779345,0.021286883749659393,4.448599960491847,2.9035440205606165e-05,9.636233592663331e-05,7.096015915875623e-05,6.756831140303743e-05,4.519765331925174e-05,0.016214743344088678,0.016221626541426303,0.017674963268437083,0.007692916734509665,0.007698669971926013,0.006174149462941077,1.6671850324991206e-05,0.00020898517463620607,0.0004531314197715132,19.790041608488057
0.0,0.0,0.3,0.11512308412283967,0.11434179330589375,0.12327667746259982,0.12133420836344674,0.10204960010593474,0.7829680904375341,0.7829345444740223,0.8257612215605171,0.784542270447105,0.7844888304702934,0.8342237559430297,0.12163430755081042,0.5665648723702599,0.08054403239441751,7.942451691627502,0.009900733005281612,0.011532496813281648,0.00844879794155576,0.008114489595179209,0.015420068105658555,0.19325285232948974,0.1932918516534545,0.22344545496291032,0.17022912208282184,0.1702855699376494,0.18775829972461808,0.00361552316868351,0.014339165267354825,0.03382810029760004,3.958758005936135,9.802451404187266e-05,0.0001329984827483514,7.138218665723686e-05,6.584494139027165e-05,0.00023777850038314823,0.03734666493348357,0.03736173991562106,0.04992787134358199,0.028977954005088267,0.028997175328990082,0.03525317911547952,1.3072007783287249e-05,0.00020561166056451495,0.001144340369744488,15.671764949563446
0.0,0.0,0.4,0.11835063987305774,0.1172284624146491,0.12420685271397662,0.12237132703765405,0.1108397611849182,0.8156099453143139,0.8155848532815373,0.8772851376137354,0.827625908119131,0.8275880029667715,0.8919670673656002,0.1237594663132594,0.574378381102529,0.06655894164273915,9.771614837646485,0.004137935205142253,0.0076845412620543665,0.007103126460584734,0.007154632664114801,0.006730336206505846,0.10451326500910585,0.10453403386459853,0.10817367652642214,0.08198075324153195,0.08200575337735441,0.06631152482032589,0.003113185947290853,0.010075741445713734,0.018089562454625285,9.18465075890627,1.7122507761955657e-05,5.905217440821611e-05,5.045440551505901e-05,5.118876855841845e-05,4.529742545260351e-05,0.010923022562863588,0.010927364236005032,0.011701544293243013,0.006720843902048951,0.006724943586987475,0.004397218323996695,9.691926742409246e-06,0.0001015205656808735,0.0003272322697997888,84.35780956307752
0.0,0.0,0.5,0.11856563657708057,0.11754008768198392,0.12143381594907827,0.11959118504988217,0.1081592688744275,0.8275036335561652,0.8274799848929651,0.8881408296964173,0.8392294311842816,0.8391936501701437,0.9017415014703328,0.12319840963934395,0.5729642565746279,0.06611867869911371,19.865414953231813,0.003814550820210593,0.007057010989299386,0.0070168633163292795,0.0069663067119881805,0.006501876960526473,0.09573460436478809,0.09575495760990016,0.09986464944594962,0.07538599392609475,0.07541159220459501,0.06346621744912279,0.0035781371462561204,0.011476555375385333,0.011294299179605205,16.530920316953264,1.4550797959969307e-05,4.9801404103092304e-05,4.9236370800047535e-05,4.852942920549158e-05,4.227440400982496e-05,0.009165114472882502,0.009169011906873777,0.009972948208962407,0.005683048080225196,0.005686908238832135,0.004027960757299338,1.2803065437417894e-05,0.000131711323284286,0.0001275611939584308,273.2713265254582
0.0,0.0,0.6,0.1139832989190068,0.12034748505792223,0.11480261391655111,0.1130811083953864,0.10264038411454653,0.8210278082110722,0.8209066097414102,0.8941307249696244,0.9071417513816403,0.9071236458339188,0.9515607501715124,0.06144571165303968,0.28791545821517633,inf,26.041593074798584,0.006300692407152782,0.00046038712281238275,0.002806982777968282,0.002812402013079227,0.0032409785901561647,0.09370786166878267,0.09382388964820741,0.06357100787739303,0.0289567711565492,0.028962421165016107,0.01847021505699082,0.06477058197149116,0.3034916799018892,,22.30732337494509,3.9698724809552714e-05,2.1195630285146402e-07,7.879152315810535e-06,7.909605083172088e-06,1.050394222185064e-05,0.00878116333853571,0.008802922268719003,0.004041273042547568,0.0008384945958127598,0.000838821839739773,0.00034114884425149043,0.004195228288925656,0.09210719976967076,,497.6166761543716
0.0,0.0,0.7,0.10216076215770213,0.11028041005325584,0.12444925086472622,0.12223301509337318,0.1100690536516056,0.6351526707810892,0.6349384786993391,0.704261456168359,0.7897354500832006,0.7896758236394865,0.8434169961810001,0.0,0.0,inf,61.979446220397946,0.007926822309353564,0.012976799194922086,0.012198014697441733,0.01185341039904242,0.015649511980814674,0.1339844048029641,0.13404751658302877,0.1657985440533428,0.14910914829529745,0.14916165393197794,0.14370996706268646,0.0,0.0,,50.50260252805116,6.283451192406537e-05,0.0001683973173453305,0.0001487915625590045,0.00014050333808812699,0.00024490722523766206,0.017951820730404553,0.017968736702077374,0.027489157210208254,0.022233538105349008,0.022249199003723148,0.02065255463315843,0.0,0.0,,2550.51286210632
0.0,0.0,0.8,0.09962700022743386,0.1190914949569476,0.11780562658712221,0.11608996770172726,0.1048144827909133,0.6556397022405651,0.6553557920692465,0.7660405697675214,0.8754293669563789,0.8754050786707422,0.9312388029208613,0.0,0.0,inf,76.54533710479737,0.0024792843776309964,0.002095412163416981,0.006464487602584263,0.006477057332003176,0.005316435861129132,0.03707708416519433,0.03710762398043921,0.02922646849447281,0.039230341199621495,0.03923799410569339,0.02731967156537812,0.0,0.0,,33.774182738309705,6.146851025165117e-06,4.390752134595833e-06,4.178959996396564e-05,4.1952271682056105e-05,2.8264490265499854e-05,0.001374710170192904,0.001376975757473667,0.0008541864606584117,0.0015390196706387194,0.0015396201814384294,0.0007463644544401297,0.0,0.0,,1140.695419640737
0.0,0.0,0.9,0.09566496521208215,0.11960121496179939,0.11786024534668957,0.11614465490471367,0.10514639536953674,0.6454053011655299,0.6451189861752081,0.7511515830045318,0.862355884135232,0.8623290452439532,0.922050307454478,0.0,0.0,inf,63.844216394424436,0.0021824706042579186,0.0018259725964163058,0.006965223875222533,0.006978683786975672,0.006693973995296823,0.04486563580374307,0.04490181454375589,0.03632900412464103,0.04504202615094649,0.045050812093102806,0.03141927071562601,0.0,0.0,,34.95322771336594,4.763177938449924e-06,3.334175922863305e-06,4.851434363197e-05,4.870202739859711e-05,4.480928784971011e-05,0.0020129252760741124,0.0020161729493218482,0.0013197965406881852,0.0020287841197825472,0.002029575670248058,0.000987170572301794,0.0,0.0,,1221.7281275824128
