fair_majority,fair_minority,tau_x_mean,tau_y_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,tau_x_std,tau_y_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,tau_x_var,tau_y_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.0,0.0,0.06045873501870116,0.06242941635517093,0.04939539409233022,0.04917936415879289,0.06176164354527103,0.1560429567725497,0.15111056489763347,0.2096797933548439,0.14198465247216913,0.1416659251276323,0.1822113976244542,0.28434371777120965,0.5063107765879411,0.310038735540936,0.7394380807876587,0.015070788970639465,0.016633329938049488,0.03270853246796604,0.03272579291826357,0.04335565323706236,0.10589784229037547,0.10672294267029249,0.16012810997281376,0.10400263816206941,0.10405514091278861,0.14361607865863077,0.10838203594537359,0.16377593377056576,0.18564229558123754,0.23248633167425126,0.00022712868019754813,0.00027666766482801336,0.0010698480962079884,0.00107097752212907,0.0018797126676123955,0.011214353001757235,0.011389786492206538,0.025641011603465536,0.010816548744670336,0.010827472350380295,0.02062557804928202,0.011746665715664253,0.02682255648242074,0.03446306190867157,0.05404989441534996
0.0,0.1,0.06687183804787573,0.07119725032013671,0.06482513299658062,0.06460290107209939,0.08227750513532629,0.23375659599385396,0.22908681288528382,0.33623643283123167,0.17957265075167678,0.17925486818746078,0.23198440558248273,0.20523513048668454,0.412687958449968,0.4558108854817638,1.1257529735565186,0.006298217568530493,0.007131374751056512,0.014698706540864455,0.014693472940887894,0.021100905264420367,0.060374837544543446,0.06061289084336181,0.08433625665783115,0.05485206529895289,0.05486106042415224,0.07140787795948403,0.030286028998383768,0.08080189626241369,0.2404471570584413,0.4029161236965202,3.966754454054615e-05,5.085650584000633e-05,0.00021605197397445147,0.00021589814706460476,0.0004452482029780431,0.003645121008530013,0.0036739225363892933,0.00711260418705557,0.0030087490675605915,0.003009735950862483,0.005099085034676565,0.0009172435524909425,0.006528946439601863,0.05781483533748674,0.16234140273462958
0.0,0.2,0.05975226658091052,0.06383971489424797,0.052269111501596265,0.05202808368328991,0.0641313737638045,0.17979451085783377,0.1742947669355573,0.26336387929105587,0.13243952210918428,0.1320804225334214,0.1631826362724969,0.19808758610197158,0.41290457101891376,inf,2.458543586730957,0.010828175470578566,0.014863168343668133,0.02821491921659848,0.02821606926982652,0.03584939453410179,0.09721420600429967,0.0978888345117745,0.1401463526952275,0.0759828066818206,0.076006106721741,0.10355802901287345,0.0866222518707307,0.1692367971542593,,4.068716720951636,0.00011724938402163935,0.0002209137732122185,0.0007960816663991782,0.0007961465650396485,0.0012851790884616874,0.009450601849046414,0.009582223922073576,0.019641000173775094,0.005773386911246921,0.005776928258996682,0.010724265373031137,0.007503414519156307,0.028641093511031904,,16.554455755351437
0.0,0.3,0.061304733626621796,0.0644163247934438,0.0583504655872671,0.05810561091209526,0.07079261609480056,0.19894335269972924,0.19361330323157552,0.27094369653877504,0.15562094281888575,0.15526227513215266,0.1917678282665849,0.20236183703361776,0.37695346537182084,0.5890828176779397,1.118468952178955,0.010991870253385244,0.012957830028121465,0.02280393162662049,0.022832903878446883,0.031364733386816314,0.0698736289649038,0.07080680614840229,0.11195010770031862,0.06007805717816199,0.06013196043219312,0.08799812283378869,0.07088454497673603,0.11066674664741906,0.3672564428918022,0.3224752954579714,0.0001208212116672554,0.00016790535903768634,0.0005200192976315823,0.0005213414995223947,0.00098374650042607,0.004882324024725043,0.005013603796937421,0.012532826614112938,0.0036093729543025016,0.003615852665418839,0.007743669622270561,0.005024618716558913,0.012247128813524038,0.13487729484553956,0.10399031618070592
0.0,0.4,0.07077835348857556,0.07485488234168816,0.06989868171450783,0.06953211911351206,0.09362040376232308,0.22577088956085917,0.21682217392705833,0.32304381414643857,0.22277062221824045,0.22227258805029146,0.3035108922358921,0.07441980936593452,0.14535318878136935,inf,9.621624994277955,0.016832912581895388,0.0174968714001129,0.026754697532977427,0.026668781704847325,0.041270482875778704,0.0879536316316084,0.08594235673266885,0.14430904184993443,0.09473151390594639,0.09464789980907934,0.14620825774478752,0.12148343161561984,0.23489614306166373,,7.489748076253867,0.0002833469459897321,0.0003061405087920887,0.0007158138400811083,0.0007112239176207994,0.0017032527567999434,0.007735841317188665,0.007386088680765312,0.020825099559646124,0.008974059726912514,0.008958224938269522,0.021376854632766215,0.01475822415710698,0.0551761980252456,,56.0963262457485
0.0,0.5,0.06184650340517463,0.06786849381501271,0.06027317912818596,0.059956873123949296,0.07631474818491932,0.2004044718935439,0.19181307246416485,0.2713750254344819,0.1723914309622835,0.1719290904929752,0.2195674902545588,0.09743549767245381,0.17948781150819929,inf,8.04571762084961,0.013727478063886385,0.017312537552868774,0.028553999381277475,0.028600041111060355,0.04245171284576064,0.08757848070334484,0.0884171280294433,0.14533072372691097,0.09181298773049629,0.09191046349646086,0.13459408426200845,0.11262952204019801,0.21913918999955673,,7.059396865907643,0.0001884436539944819,0.0002997239565194915,0.0008153308806659944,0.0008179623515543424,0.0018021479235389186,0.007669990282306144,0.007817588528974968,0.02112101925898772,0.008429624716000263,0.008447533300134263,0.01811556751832863,0.012685409235003449,0.048021984593661825,,49.83508411038665
0.0,0.6,0.06419346321915692,0.07624145945781932,0.07391013863758927,0.07346648970895828,0.09618423540871865,0.23222925499138597,0.22103473852810324,0.3410176444028249,0.22773667480468246,0.22712385772082574,0.30191330120432963,0.0,0.0,inf,15.22768726348877,0.008935971176814184,0.009551683456127991,0.010766413170072639,0.010768233173418214,0.02087485876376856,0.0344743578299304,0.03478839384160232,0.06724246888809671,0.04706458399973353,0.04709485546688565,0.08505330662923341,0.0,0.0,,3.3227190541261575,7.985158087285388e-05,9.123465684606915e-05,0.00011591565254871355,0.0001159548456771045,0.000435759728407285,0.0011884813477860835,0.0012102323460784345,0.004521549622166653,0.0022150750670679735,0.002217925411446849,0.0072340649685664,0.0,0.0,,11.040461912653027
0.0,0.7,0.06261113615015135,0.07860838482390663,0.08004794887338189,0.07963153640225518,0.10658114392400786,0.24678471429929566,0.23573280348415068,0.36229407743860464,0.23439917138387917,0.2338228518264372,0.3164244840204411,0.0,0.0,inf,16.05553195476532,0.010637031104162892,0.017480893426738132,0.021572584840029326,0.02161374776647044,0.03506076849264512,0.05430890557406727,0.05494396201694992,0.09679156920846727,0.0882948677342012,0.08840121488324225,0.1347749113967459,0.0,0.0,,1.0220986401281404,0.00011314643071092884,0.0003055816349969764,0.0004653764166802631,0.00046715409251260587,0.0012292574872948567,0.002949457224652955,0.003018838962120036,0.009368607869837509,0.007795983668200085,0.00781477479283317,0.018164276742000714,0.0,0.0,,1.0446856301517942
0.0,0.8,0.05017885508007005,0.06579854143778695,0.0681589593049273,0.06775853445239219,0.07866428881627428,0.19070242680853403,0.17937189044220156,0.24043690238779805,0.19223561019282956,0.1916659778505307,0.22770154075262578,0.0,0.0,inf,18.87080669403076,0.008817487496256892,0.012450530841771832,0.020292479953304396,0.020321745504843055,0.03349347227773391,0.03797983925125938,0.0383373201641073,0.07962101381881151,0.07178630461114514,0.07187033711781454,0.11120400125329152,0.0,0.0,,1.9662921721835263,7.774808574664664e-05,0.00015501571824191163,0.00041178474265526075,0.0004129733403636089,0.00112181268521933,0.001442468189551503,0.001469750117365268,0.006339505841535374,0.005153273529724118,0.005165345357428311,0.012366329894742064,0.0,0.0,,3.86630490639021
0.0,0.9,0.0475199880542094,0.06742379056511938,0.07265618827768197,0.07226443217757131,0.08078035892209613,0.1937784028196,0.1825724611298139,0.24794000380370126,0.19112800266995203,0.1905685214973734,0.22835245751304614,0.012,0.01756644518272425,inf,15.11706509590149,0.007433701678158939,0.0152838597050828,0.019008336448363094,0.019053623766084563,0.032780628730986326,0.04664556946492076,0.04687287068385513,0.11235594072407552,0.06180725056235782,0.06189645536206851,0.1050625185432368,0.03794733192202055,0.05554997716990134,,4.042162280671324,5.5259920639863024e-05,0.0002335963674846537,0.0003613168545341689,0.00036304057861950243,0.0010745696199987661,0.002175809150706748,0.002197066006145406,0.012623857415991972,0.0038201362220780808,0.0038311711863885396,0.011038132802647975,0.0014399999999999999,0.0030857999635765603,,16.339075903281998
