fair_majority;fair_minority;run;num_iter;row_clus;col_clus;tau_x;tau_y;NMI_true_labels;AMI_true_labels;ARI_true_labels;NMI_rows;AMI_rows;ARI_rows;NMI_cols;AMI_cols;ARI_cols;balance_chierichetti;balance_bera;KL_fairness_error;time
0.0;0.0;0;96;4;4;0.047675273272576334;0.04857184440114832;0.02057122666488619;0.0203352343182041;0.022706657093111385;0.08557979294486437;0.07999900999725355;0.0862955407478845;0.07847888595034803;0.07811891343691109;0.08960496962850717;0.391304347826087;0.6181852840259244;0.1594733892476694;0.6120827198028564
0.0;0.0;1;77;5;5;0.047240247297985184;0.04748719452187504;0.0339292385120109;0.033642889161618894;0.035677140147511034;0.11820052699414421;0.11155435282741674;0.12564763345737165;0.08575567917881843;0.08531836322746982;0.08344574395927254;0.28289473684210525;0.5653146853146853;0.32080070145660877;0.5708436965942383
0.0;0.0;2;103;4;4;0.07449506996173381;0.07527264508238077;0.0683620244535231;0.0681101894719047;0.08975237835355676;0.25669479505180837;0.2520722396908016;0.3301965775996466;0.21104344190311555;0.2106898029320981;0.29019906005600593;0.19305019305019305;0.41482789055604585;0.40620100969636475;0.6714203357696533
0.0;0.0;3;99;5;5;0.046588252985593916;0.048960102007285976;0.035178129122865665;0.03489400012850005;0.034340735339550815;0.14015898665674273;0.13377378472741316;0.1365805335904787;0.09650367415735928;0.09607466707578796;0.09783266149451153;0.24647887323943662;0.4347251585623679;0.47740504728057387;0.7339065074920654
0.0;0.0;4;73;4;4;0.08548455140088795;0.08907273995161426;0.10511323090500402;0.10486994907623257;0.14099987036648826;0.3004985311883414;0.29583699957475185;0.43841780830273946;0.30377833087468886;0.3034629788000312;0.4123021399776618;0.1582089552238806;0.34028082492321193;0.6400530110195172;0.5642538070678711
0.0;0.0;5;67;4;4;0.05402129576039378;0.054861453916662015;0.042171621459240784;0.041941259737656465;0.04617277029659648;0.15219655847071445;0.14693215683167515;0.18033643058258364;0.09933656629547394;0.09898545816874707;0.1064261025308854;0.28773584905660377;0.5658571722576662;0.3527051408681131;0.5660595893859863
0.0;0.0;6;81;4;4;0.056884466916507635;0.0582427421694779;0.04397069351340655;0.04374006142005393;0.050217995453158325;0.14696288750491654;0.14168670335583358;0.17395437021765667;0.11169675696112737;0.11134930305561663;0.13614688149168366;0.22748815165876776;0.41683090264091444;0.42937025737773726;0.9135723114013672
0.0;0.0;7;95;4;4;0.0437748794729323;0.04375265085177841;0.010807167234357144;0.010570078896590287;0.01017821163649695;0.052453619263916236;0.046615184246146475;0.05481608166203703;0.02701077315906245;0.026632896897222334;0.023310377421142454;0.3945578231292517;0.6696217494089836;0.11418246817778552;1.2433793544769287
0.0;0.0;8;98;4;4;0.042710184039387304;0.042881002893722306;0.013123104206610779;0.0128868204849914;0.013589800866509282;0.046478458213078354;0.0406359464030299;0.05316340978557644;0.0293313920242896;0.028954854319254264;0.02771659413617901;0.3625;0.6820683903252711;0.09639656438325175;0.9384877681732178
0.0;0.0;9;51;4;4;0.04437706890752831;0.0440782543522649;0.009615680112200825;0.009378274081415594;0.010544268458422273;0.054808312437360715;0.048968462575029924;0.0743517768383042;0.02301226337729779;0.022632777079439642;0.021371973667518716;0.40217391304347827;0.7313829787234043;0.07346823371025828;0.48670196533203125
0.0;0.1;0;50;3;3;0.06916974118370472;0.06884879663114585;0.06301568966263624;0.06284439363999095;0.08184826422959057;0.24298423424120716;0.2394691264516448;0.2784281243118048;0.23360189480286225;0.23337250884908714;0.30649678542319586;0.23504273504273504;0.4451225928654109;0.3744786733349825;0.7054834365844727
0.0;0.1;1;120;5;5;0.06542703080004988;0.0736934052148166;0.07822641129761496;0.07794285875436739;0.09536213458567781;0.28861349519274226;0.28286050767829;0.42518119324559306;0.21472622179624024;0.21433474298649716;0.2597854045894586;0.16666666666666666;0.3662337662337662;0.6612129923425316;1.2182676792144775
0.0;0.1;2;88;4;4;0.06899643930370347;0.07279082289006314;0.06574671317970372;0.0655105377639551;0.09037282390791665;0.24658214351013197;0.2417591255929846;0.3641732695644567;0.20440665943829428;0.2040788736603795;0.2959375292844102;0.2;0.42727272727272725;0.38471480521106827;0.77925705909729
0.0;0.1;3;65;4;4;0.044991698652620774;0.045451866165832265;0.01424077333305953;0.014004444702822588;0.015862802743176346;0.06464040705689593;0.05892011458446702;0.05832011990674964;0.057745780761843564;0.05737973354060793;0.05820423959070702;0.3829787234042553;0.6501182033096927;0.12633563967376019;0.562673807144165
0.0;0.1;4;123;4;4;0.06853721236687446;0.07764951367054927;0.06967361498304371;0.0694438813336298;0.0842687435099137;0.23021063277197146;0.2252296337524394;0.345337364106718;0.1767109897918956;0.17638054735988443;0.23444275894853336;0.21768707482993196;0.4203935599284436;0.4633403260568991;1.6827104091644287
0.0;0.1;5;85;5;5;0.06202736981824479;0.06669146204444071;0.06035847233081437;0.060063278795147154;0.06896484302973444;0.24021481328890681;0.2341444917074815;0.3518161380549149;0.17704148484047572;0.1766187728765218;0.20315453086443055;0.17406143344709898;0.3800739957716702;0.48033531306806;2.043659210205078
0.0;0.1;6;88;4;4;0.06339420209455371;0.06859390479069313;0.06966866365892915;0.0694422878686904;0.08081726360450019;0.2369892443728419;0.23208052436658824;0.3528724768039313;0.18548350843597222;0.18516186677525412;0.2203508463710846;0.18088737201365188;0.3926957435627956;0.5695569015800264;1.195213794708252
0.0;0.1;7;76;4;4;0.04819780646216248;0.04867849005727472;0.018946221194890565;0.01871120541574447;0.020850323293832136;0.08698245585592085;0.08132553719521712;0.11583337616506947;0.05884019030149697;0.05847488312850317;0.06151255186584998;0.2641509433962264;0.5356852103120759;0.19671062038919462;0.7618837356567383
0.0;0.1;8;88;4;4;0.06317090935264918;0.06754385920039423;0.053014669121674074;0.05278276513546709;0.06514070580036317;0.24407175778838325;0.23923719905875337;0.3677243744558532;0.18171663451447473;0.1813912222794014;0.22798323440763313;0.19014084507042253;0.4095750403442711;0.4300977170498788;1.561140775680542
0.0;0.1;9;85;4;4;0.07420168072989769;0.08257552796410023;0.09866401305605445;0.09842326737944745;0.11771546609448191;0.2870811442235949;0.28239954185133426;0.4008027671041187;0.2586399094094693;0.25831104361755797;0.3100853939102094;0.16149068322981366;0.35644141954302383;0.8546134435315446;1.779999017715454
0.0;0.2;0;86;4;4;0.046393032837563325;0.04648886310143967;0.022674170358675687;0.022437517742076515;0.026788779431542103;0.0585211402712107;0.05276323810113192;0.06479090256043718;0.044242829685627455;0.04386744758635409;0.05455733907982221;0.3691275167785235;0.6535398780639543;0.1308136996508295;1.2796564102172852
0.0;0.2;1;106;4;4;0.0716200067584415;0.08067415102408693;0.08628031284714742;0.08604856229053215;0.11219188148690899;0.23189550497187172;0.2269950243245574;0.3233313605660565;0.24898308400225713;0.24867239226941573;0.34514283895048;0.2178988326848249;0.421594684385382;0.41862644126658544;2.234895944595337
0.0;0.2;2;66;4;4;0.05095315414126941;0.050285256293368046;0.02967510242523346;0.02943684123001775;0.04063462010232368;0.12015780367315537;0.11473087153943017;0.12307398768937096;0.08400188381507086;0.08363652021931647;0.10475473029043869;0.2891566265060241;0.49102821390626844;0.33125902306834343;0.7352068424224854
0.0;0.2;3;56;4;4;0.04114426266693643;0.04049971000811024;0.0021727231018912547;0.0019309508950031175;0.003419149069036408;0.009630191535163925;0.0035384554741013548;0.0055136712463344445;0.006362350880408813;0.005971807864641487;0.0036449414108347634;0.3464052287581699;0.659576345984113;0.060575387198301765;0.5701858997344971
0.0;0.2;4;72;4;4;0.07209545468149114;0.08038127059642856;0.08637784695376041;0.08614681624600262;0.11160124477983023;0.3109035536049586;0.3063735686950329;0.45548599541189916;0.2859117347473654;0.2856174029359553;0.35947107867177625;0.20065789473684212;0.42844333748443336;0.4610157930036426;0.61956787109375
0.0;0.2;5;84;3;3;0.07443003163848762;0.0757973187376632;0.0777475170679033;0.07757742532661832;0.10141374131455008;0.21959261720419246;0.21596425289542934;0.26531911538753705;0.21816572163083883;0.2179294284271554;0.29918148225395785;0.24034334763948498;0.47849086735203117;0.34028350249046185;0.8143899440765381
0.0;0.2;6;95;4;4;0.06772705662711949;0.07244050615341666;0.056171378442339666;0.0559317716806812;0.06796463913866463;0.2407036620951219;0.23576938499870953;0.3512413112709368;0.18271329954287058;0.18237399603678833;0.2311771844763709;0.18466898954703834;0.39962566844919784;0.3811255418453363;1.0097033977508545
0.0;0.2;7;76;4;4;0.044226423399762;0.04448278578279925;0.00446126471504793;0.004222331148732546;0.004835220948662604;0.047115703301154055;0.0412729816642809;0.05419446938434799;0.04014521243287448;0.0397718801411281;0.041146959179003705;0.32926829268292684;0.6350291909924938;0.14182086425554954;1.528153896331787
0.0;0.2;8;154;4;4;0.05926926726564864;0.06303221817650947;0.04761281226744533;0.047380677726539464;0.05921577613350155;0.16199673976511145;0.15671393900555178;0.22959998632407594;0.13649485995313515;0.1361532256227993;0.17460994512205996;0.256198347107438;0.5228468899521531;0.258208653544395;8.661715269088745
0.0;0.2;9;95;4;4;0.06260396354963077;0.06493911891859654;0.057904044543178636;0.05766723764699481;0.0722195975319888;0.17535821783259203;0.17016163263143558;0.20379264958826;0.11593823071783306;0.1155758044414266;0.15200806999929692;0.245;0.40988372093023256;0.4385430441072507;5.983980655670166
0.0;0.3;0;80;3;3;0.08042450086997324;0.08384356068154006;0.07845012226806858;0.0782796875789456;0.10530235090042145;0.31014525743195875;0.3068336798854894;0.4299610795796755;0.2598179716702291;0.25959355749586666;0.35086959344836427;0.18333333333333332;0.39718309859154927;0.3929273564444399;5.91514253616333
0.0;0.3;1;96;5;5;0.04524313359107843;0.04557575019511374;0.025913692741658736;0.025625578637954942;0.02547718083722809;0.08844896755974602;0.08160083503493658;0.07621074984180197;0.06512792635676339;0.06468187525089766;0.06429866390679627;0.30857142857142855;0.4953990296135185;0.32159384688825965;4.950345754623413
0.0;0.3;2;119;4;4;0.054893599559647;0.05650064173328512;0.034940746201132196;0.03470674729548738;0.042243515464317906;0.1571313958140196;0.15183254502786636;0.23763576179158463;0.10755930284524517;0.10720826216476984;0.13314229096204977;0.22357723577235772;0.4684385382059801;0.2863166584431761;6.863917112350464
0.0;0.3;3;70;3;3;0.06714129445708193;0.06805259370739827;0.05162943161092992;0.051456765759711476;0.06627943095749679;0.18913877605855858;0.18530608382443833;0.28184988479111756;0.12322972749216453;0.12296849201537413;0.16522361627369012;0.21505376344086022;0.45374094931617054;0.28252051245290577;7.259891033172607
0.0;0.3;4;85;4;4;0.06084699613135194;0.0660606481657312;0.04802055679314271;0.04778374510690019;0.058741904036218366;0.1796722065074766;0.17448613688387654;0.2526860098911352;0.11406637873165837;0.11370768607620162;0.1496553387688801;0.17647058823529413;0.3845454545454545;0.44622816236736557;8.805488348007202
0.0;0.3;5;60;4;4;0.06426137682149682;0.06853153380016616;0.07056975976213015;0.07033805875223677;0.08649422790145263;0.1998091050071395;0.19480553321053812;0.2391347151978429;0.18585464685146544;0.18552423564056317;0.246274561202169;0.26153846153846155;0.4471458773784355;0.3893805505207801;6.814076662063599
0.0;0.3;6;88;4;4;0.059543917584207885;0.06159753825082354;0.06673951129226405;0.06651153566761907;0.08103976945102002;0.1926634194931715;0.18766356875673595;0.21351028740123515;0.19584121572259894;0.1955222857497512;0.241216195010924;0.24404761904761904;0.446365518081091;0.4668877407651903;10.033450603485107
0.0;0.3;7;81;4;4;0.05900982484014421;0.062367869162970095;0.05398768475312197;0.05375841444065832;0.06452969500239786;0.15134405496091763;0.14602736407041297;0.18595111528597946;0.1317360592980199;0.13139470486271246;0.1585480919405273;0.23529411764705882;0.48831168831168825;0.35037887637232573;9.123199939727783
0.0;0.3;8;78;4;4;0.05222297133245794;0.053875300937829815;0.02994934836045336;0.029715920731886603;0.03560121069229555;0.16005812439813244;0.15491898156216855;0.16976073756094523;0.14083207032462416;0.1404969376332186;0.15510394454733434;0.23529411764705882;0.48831168831168825;0.32564446181211465;8.939496994018555
0.0;0.3;9;96;4;4;0.06436723052241515;0.0700770752366568;0.07079417399021128;0.07056696468093776;0.08391169302881457;0.23622593885425613;0.23134921745310175;0.33760590797431483;0.17245256077044022;0.1721239625199407;0.19999416183713076;0.1597222222222222;0.3530756668481219;0.5473984175584572;11.345975637435913
0.0;0.4;0;61;4;4;0.0546188111518963;0.057201480659023266;0.04020380353809634;0.03996966955629449;0.0466663427964453;0.1534810869202894;0.1482205934274915;0.18432305116009795;0.12454561947455817;0.12419892733505031;0.14954088879864097;0.3114754098360656;0.5082558139534884;0.2900906627158518;7.314068555831909
0.0;0.4;1;119;5;5;0.06384637503992989;0.07302911965382029;0.060752047139447686;0.06044529361506407;0.07254811859419802;0.2122638989818324;0.20613655074191498;0.304872210542722;0.18210854467730503;0.18167349801738003;0.23213528908083947;0.14909090909090908;0.32790697674418606;0.9671640341474346;14.86307406425476
0.0;0.4;2;98;4;4;0.07098996175489035;0.07444368806468597;0.07142232718780031;0.07118429015394052;0.09832034626598606;0.22410461202302964;0.21904549290102326;0.31923746178816403;0.19280783910377802;0.1924692524796851;0.25880583728235873;0.19649122807017544;0.42100773127166086;0.41584673477382;12.36298155784607
0.0;0.4;3;131;4;4;0.06240040881200822;0.06697213448024031;0.06302987516871149;0.06279935103266307;0.07692652471333467;0.27419227545650704;0.26958401615041616;0.3800269772868989;0.177482244091416;0.17715340546096103;0.2199840297366831;0.16727272727272727;0.3673746813933729;0.4861647748169835;13.89056658744812
0.0;0.4;4;118;4;4;0.06724755210986935;0.07323906350823783;0.076116768280224;0.07588809756226866;0.09280906533163244;0.2249928278500597;0.2200230779296202;0.32667307112329536;0.18901564295124604;0.18868919738758275;0.2292791809640372;0.19014084507042253;0.4095750403442711;0.427598278758198;13.379271984100342
0.0;0.4;5;87;4;4;0.07017733075482767;0.07895613707890889;0.06321204316840569;0.06297212800652639;0.08559464936977568;0.2345155908534744;0.2295177338734723;0.30870650823544876;0.17556189897487431;0.1752171839782654;0.250874102336059;0.23776223776223776;0.3977089569422058;0.47587230166627603;10.837074995040894
0.0;0.4;6;118;4;4;0.05859233141343059;0.0625544096293945;0.06096402406412839;0.06073821460080567;0.06780614052918497;0.19931440666639055;0.19429807541822947;0.282136125528621;0.151383228035996;0.15105246145104834;0.16925888012409862;0.16279069767441862;0.35890909090909096;0.4199525717558778;13.038886547088623
0.0;0.4;7;46;4;4;0.045054782885237836;0.04497529276264745;0.019953915990992666;0.019718079498124073;0.023647001521734812;0.07733937590844284;0.07167096286648442;0.08219957584211714;0.0638821247927435;0.06351696388896654;0.07179431524989217;0.34269662921348315;0.6183388704318937;0.15833171145681316;5.663261890411377
0.0;0.4;8;113;4;4;0.07044090319878982;0.07434431396052045;0.08311384427500751;0.08288214834869215;0.09994626133283842;0.28646964111855616;0.28180814401857;0.41978880941126673;0.21320023532575086;0.21287538916771617;0.25907114514098634;0.17363344051446947;0.3792777085927771;0.5518044863753586;12.129379987716675
0.0;0.4;9;70;3;3;0.09698369069152966;0.09979573242652631;0.10232073622852317;0.10213734897773794;0.13731153865122578;0.36380178411156894;0.36057737003638574;0.5064784937310735;0.3702146503231352;0.3699995138106463;0.5018125734701373;0.23076923076923078;0.4776597692730269;0.3470859006177819;8.182353258132935
