tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_mean,NMI_std,NMI_var,AMI_mean,AMI_std,AMI_var,ARI_mean,ARI_std,ARI_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.07519280180414493,0.01056246139502345,0.00011156559072136074,0.07958381571178277,0.009769135134741742,9.543600128084556e-05,0.08362853092910186,0.014293746917612265,0.00020431120094475014,0.08336977932718148,0.014307424657422697,0.00020470240032782698,0.10936834193690043,0.023378843414440683,0.0005465703193969364,0.18188792837067094,0.04251365815660066,0.0018074111298562975,0.36504454705535977,0.07451890035647228,0.0055530665103378455,inf,,,1.1931823253631593,0.8430104928173933,0.7106666910002242
