tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_mean,NMI_std,NMI_var,AMI_mean,AMI_std,AMI_var,ARI_mean,ARI_std,ARI_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0053998689864901295,1.069906303788456e-05,1.1446994988862758e-10,0.00539986898649014,1.0699063037853612e-05,1.1446994988796536e-10,0.07199406609525727,9.352854639625889e-05,8.747588990997151e-09,0.00269119505967148,0.00010148559492979084,1.0299325978253587e-08,2.921702895001262e-05,3.026243205796141e-06,9.158147940627303e-12,0.2667443671983873,0.004537665423432903,2.0590407495018507e-05,0.939764347081324,0.012640959865637789,0.00015979386632466536,0.00108117584230007,0.00045224523744590223,2.0452575479250049e-07,3.5087437629699707,0.835344674823184,0.6978007257554509
