run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI,AMI,ARI,balance_chierichetti,balance_bera,KL_fairness_error,time
10,128,2,2,0.0054185673907864,0.0054185673907863,0.0720555986325394,0.0027581565776054,3.2289895647640446e-05,0.2606607760276604,0.922807378170689,0.0016987224353218,3.339982748031616
