NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.11832630568101041,0.0015749336900931555,2.4804161281904436e-06,0.11753654930484639,0.001584794272757589,2.5115728869652554e-06,0.10170522115072833,0.002091435043067472,4.3741005393706385e-06,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,12189.152377414703,42.34825295664024,1793.3745284795887,0.0019177304192331396,0.0001836686674559296,3.3734179405036845e-08,0.0021621768347779504,0.0002026649982919864,4.107310153269085e-08
