NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.11832630568101046,0.11753654930484644,0.1017052211507284,0.0,0.0,inf,12189.152377414703,0.0015749336900931603,0.001584794272757579,0.002091435043067479,0.0,0.0,,42.348252956640295,2.480416128190459e-06,2.5115728869652236e-06,4.374100539370666e-06,0.0,0.0,,1793.3745284795934
