id_row,tau_x,tau_y,balance,TOPSIS_score,rank
47,0.0053902408664246,0.0053902408664246,0.9507104344426908,0.8036438845130911,1
41,0.0053904963922841,0.0053904963922841,0.9501681150907552,0.8035794613498374,2
102,0.0053908967309598,0.0053908967309598,0.9494652605380148,0.8035016810994658,3
7,0.0053933231494367,0.0053933231494367,0.9478007707505304,0.8034527067131096,4
4,0.0053939549631658,0.0053939549631657,0.9467910836840632,0.8033417022706405,5
44,0.0053969174763225,0.0053969174763225,0.9442479577651708,0.8031824971296244,6
36,0.0053968099505324,0.0053968099505324,0.9440944588473184,0.8031456802441106,7
52,0.0053951300474474,0.0053951300474474,0.9449588759957712,0.8031382684569016,8
107,0.0053944644096696,0.0053944644096695,0.9449265048264752,0.8030702468278724,9
3,0.0053970970446969,0.0053970970446969,0.9424946164421304,0.8028913494021997,10
86,0.0053993271300487,0.0053993271300486,0.9410624764858716,0.8028445609268415,11
78,0.0053980992677834,0.0053980992677834,0.9415826591915532,0.8028228748492616,12
55,0.0053970911267459,0.0053970911267458,0.9420138343556668,0.80280538563666,13
83,0.005397952458563,0.005397952458563,0.9413789744540648,0.802772660617101,14
29,0.0054000223769884,0.0054000223769884,0.9398067863464348,0.8026824820147141,15
50,0.0054004663304272,0.0054004663304272,0.939515772998442,0.802670974264434,16
1,0.0054002115526664,0.0054002115526664,0.939176816409619,0.8025851661656764,17
46,0.0054031119013688,0.0054031119013687,0.9376465628000996,0.8025739977560294,18
17,0.0054011600051388,0.0054011600051388,0.9386185594304122,0.8025713684297191,19
5,0.0054004244345224,0.0054004244345223,0.9389810809834274,0.8025692020849136,20
8,0.0053986790566403,0.0053986790566403,0.9398304289100052,0.8025610511386256,21
14,0.0054015542880207,0.0054015542880206,0.9380765715531864,0.8025081778088929,22
53,0.0054029798480601,0.00540297984806,0.9373563515963568,0.8025076443340718,23
93,0.0053998401249949,0.0053998401249948,0.9389376320801516,0.8025065576095741,24
97,0.005393572948678,0.0053924787496868,0.9424278663211542,0.8024629299128813,25
25,0.0054023156888467,0.0054023156888466,0.9365848957289084,0.8023012622291985,26
45,0.0054067958721712,0.0054067958721712,0.9330408943436044,0.8020428797890724,27
2,0.0054057752313451,0.005405775231345,0.9324259753460946,0.8018280107634339,28
81,0.005281755569752,0.005281755569752,0.9119627526655232,0.7856011769819815,29
37,0.0052875693631389,0.0052875693631389,0.9066771742052154,0.7849418072252949,30
92,0.0052881711124313,0.0052881711124312,0.906368593600674,0.7849274995968131,31
28,0.005291845000946,0.005291845000946,0.904106416466225,0.7847453546265865,32
80,0.0052893458123045,0.0052893458123044,0.9048501742958692,0.7846801364911793,33
69,0.0052887681248423,0.0052887681248423,0.9049080034291798,0.7846375619433112,34
90,0.0052881883212481,0.0052881883212481,0.9047613622490542,0.7845457541820493,35
0,0.0052884478624416,0.0052884478624416,0.9038435141731872,0.7843503025276751,36
24,0.0052940887708344,0.0052940887708344,0.9006233592228481,0.7841150280284891,37
68,0.005291826499051,0.005291826499051,0.9014248319443974,0.7840916540593164,38
66,0.0052964727616143,0.0052964727616143,0.8991969006690722,0.783993703244813,39
23,0.0052916910526409,0.0052916910526408,0.900787821059024,0.7839219213635149,40
77,0.0052953404699744,0.0052953404699743,0.8979030472057661,0.783560280572502,41
79,0.005296534361937,0.005296534361937,0.8974156601353556,0.7835539015954222,42
57,0.0052970492613474,0.0052970492613474,0.8969911318544428,0.7834969579251432,43
59,0.0052963314348604,0.0052963314348604,0.8963488559519834,0.7832648103196902,44
96,0.0049660601956363,0.0054352236257566,0.887477806988277,0.7814069649281937,45
94,0.004989242124105,0.0054768687418497,0.872697072579592,0.7810166270655804,46
103,0.0049864818761033,0.0053523124624621,0.9015088071453954,0.7797327815541919,47
72,0.0050264342798583,0.0054351279572433,0.8687426555426102,0.7780648491731906,48
84,0.0049958210176904,0.0054268967214862,0.8686756252178132,0.7763031896488909,49
64,0.0050179298665174,0.0053917520279649,0.8742770999408034,0.7762422433145578,50
74,0.0049933328043248,0.0053809321371719,0.8773274086376335,0.7754471820297684,51
39,0.0050905300826499,0.0053660537639495,0.8668444565405592,0.7745765144084219,52
101,0.0049622297697208,0.0053995069647082,0.8736250733564056,0.7745217286328014,53
42,0.0050541844070071,0.0053554725132073,0.8723820404178136,0.7742664949436328,54
40,0.0050792494992107,0.0053622381484724,0.8654793042262682,0.7735004582768563,55
95,0.0049809491790156,0.0052803290304235,0.8958054042563569,0.7726774025721368,56
30,0.0050613384285213,0.0052932428202288,0.8745893177119438,0.7705830970866065,57
19,0.0051154631081023,0.0053243254046986,0.860637617264931,0.7703862108523822,58
105,0.0049596203697353,0.0052767249006241,0.8908902607092232,0.7703142989966725,59
99,0.004960995879621,0.0053715352614168,0.8523062582828844,0.7656485995847332,60
85,0.0049889665692354,0.0052548481385381,0.8757293562910113,0.7655735373661735,61
61,0.0051764625214798,0.0051764625214798,0.8742474748088702,0.7654990770920179,62
11,0.0051730532553563,0.0051730532553563,0.8752938150567117,0.7654507288664615,63
26,0.0051752076267466,0.0051752076267466,0.8733148609455654,0.7651101533807021,64
16,0.0051791541774921,0.0051791541774921,0.8696574292474922,0.7644616249569675,65
34,0.0051801928852643,0.0051801928852642,0.8683680231527197,0.764192962133661,66
38,0.0051762886716131,0.0051762886716131,0.8689707603939052,0.7639770210284402,67
27,0.0051799950990937,0.0051799950990936,0.8676667570844042,0.763969658729131,68
22,0.005180875782048,0.005180875782048,0.8668655034586277,0.7638241836006622,69
70,0.0051804247750214,0.0051804247750214,0.8668127871150354,0.7637637780981438,70
35,0.0051795531919694,0.0051795531919694,0.86710003381557,0.7637605486195588,71
60,0.0051811918517638,0.0051811918517638,0.8663109678850164,0.7636936613600092,72
13,0.0051818612216653,0.0051818612216653,0.8660439788593536,0.763682254551041,73
12,0.0051812053079443,0.0051812053079443,0.8662287927934393,0.7636709518389352,74
15,0.005181209527177,0.005181209527177,0.8660934147059617,0.7636317284150269,75
67,0.0051823393367475,0.0051823393367475,0.8656531921424625,0.7636153151225998,76
48,0.0051798299892588,0.0051798299892587,0.8633646243779302,0.7626898401792195,77
33,0.00518041247384,0.0051804124738399,0.8628187878751742,0.7625858029884928,78
82,0.0051866235024698,0.0051866235024698,0.8592305001414473,0.7621274265169143,79
49,0.005182284756765,0.0051822847567649,0.8597184800013595,0.7618437482304575,80
9,0.0050826622770655,0.0052074181159865,0.8416082733717858,0.7548599154666759,81
104,0.004566861850133,0.0054429124207513,0.8348679136079913,0.7455001957885757,82
106,0.0045249802965679,0.0053439365643355,0.8586901552563961,0.7447894942582595,83
58,0.0050664586971498,0.0050664586971498,0.8304778191643054,0.7409653987586294,84
88,0.0050729786257595,0.0050729786257594,0.8274625543822568,0.7406161173848975,85
71,0.0050748079304386,0.0050748079304386,0.8267283939554606,0.7405532891035868,86
62,0.0046758248981225,0.0054045249411744,0.79933371408276,0.7352280895409209,87
100,0.0047567242486757,0.0051761318558732,0.8250892940417668,0.7341182811418309,88
73,0.0046270692998791,0.0054241793032451,0.7992435932553075,0.7338625706369791,89
75,0.0045713817905529,0.0053463783910537,0.8152656319419721,0.7321948375089806,90
63,0.0046310382854063,0.0053372577021877,0.8017533664477605,0.7295840057957431,91
91,0.0049855530271192,0.0049875919560449,0.8187338920986363,0.7289574184922782,92
18,0.0048513078215938,0.0052333544907168,0.7847620378399238,0.7268345456988925,93
31,0.0047020234472904,0.0051976180579394,0.8008372864554454,0.7239811744617876,94
20,0.00474179689466,0.0051569774239091,0.7945017337837468,0.7208844987797812,95
89,0.0049611541300255,0.0049611541300255,0.7906821409486923,0.7164354826851103,96
56,0.0049660484360363,0.0049660484360363,0.7887097357950332,0.7162011589349593,97
6,0.0049508731295652,0.0052099691291962,0.7465483467255641,0.7136678944651437,98
108,0.0041149705556718,0.0052291967027101,0.8448568131021823,0.7077377045042569,99
51,0.0043721389224033,0.0053548969101752,0.7238120005846571,0.6820693163691738,100
120,0.0008752705004435,0.0066141007609688,0.988176267275032,0.5597765061138013,101
109,0.0010087448275052,0.0067011908079346,0.721672996251693,0.4833591037478334,102
119,0.000924863947611,0.0071629765407744,0.6684086610406229,0.46810980524914664,103
98,0.0011887275806486,0.0073866520255213,0.5987749122940454,0.457314287357152,104
118,0.0009243749673579,0.0070169879517642,0.5813673298785897,0.4265406905112046,105
87,0.0013903613828358,0.0068862002321755,0.5063334956653094,0.40824064314358666,106
117,0.0009811433899675,0.0068567451437074,0.5222151531306478,0.3961502559227928,107
54,0.0023013005456116,0.0060629069845655,0.4046750685074773,0.3798906579780891,108
65,0.0018715646369294,0.0067832287170806,0.3843362007330487,0.3666205984960029,109
76,0.00153567403306,0.006626962934799,0.4299221747579307,0.36590683625530174,110
115,0.0009877749527176,0.0063424819730949,0.4580302202070576,0.34618185422467757,111
114,0.0009859281193002,0.0065357217439837,0.4363362658473353,0.3413021319641354,112
116,0.0009858937506945,0.0057128521621953,0.4775071849103468,0.3383258548454184,113
21,0.0027479837401616,0.0057048720164323,0.2602735112127547,0.3248748048754295,114
43,0.0022565394239658,0.0061093912489128,0.3070503544664474,0.3225962749366639,115
32,0.0024705453972952,0.0058166825673109,0.2802396592227413,0.31463145077530663,116
113,0.0010390012323506,0.0064632000128949,0.3525584239829731,0.2948363134035654,117
10,0.0029641045529531,0.0055286937050591,0.0,0.25228897962166896,118
112,0.0009839722520717,0.0063203537758157,0.2426922389474747,0.22632441748478557,119
111,0.001032040279548,0.0056990371883513,0.1226815213829591,0.12412843005252361,120
110,0.0010604137789249,0.0060820823206117,0.0,0.11966185385964452,121
