fair_majority;fair_minority;run;num_iter;row_clus;col_clus;tau_x;tau_y;NMI_true_labels;AMI_true_labels;ARI_true_labels;NMI_rows;AMI_rows;ARI_rows;NMI_cols;AMI_cols;ARI_cols;balance_chierichetti;balance_bera;KL_fairness_error;time
0.0;0.0;0;69;2;2;0.005414217881979715;0.005414217881979665;0.07212250762761967;0.0028305531175324603;3.372640183852837e-05;0.9816182109760813;0.981617208741427;0.9930592429923337;0.9841727057431566;0.9841664920110842;0.9935201916255721;0.2604266769171632;0.9221498451744892;0.0017254387416342672;3.3788492679595947
0.0;0.0;1;125;2;2;0.0053894044476379835;0.005389404447637953;0.07190061244267316;0.002589798869516692;2.6519368903079655e-05;0.8619485862700572;0.861941059421934;0.9238183899303868;0.8960316770545037;0.8959909218750245;0.9361511690481739;0.27058823529411763;0.9504684279557803;0.0007032818806346954;5.576584577560425
0.0;0.0;2;137;2;2;0.0053901893783338236;0.005390189378333802;0.0719135601185796;0.00260361703887113;2.7127327298794258e-05;0.8645473942528321;0.8645400091037821;0.925562545534765;0.8987236988194924;0.8986839970958482;0.9382454929622621;0.2709739633558341;0.9515344676255864;0.0006736930313780039;7.197455167770386
0.0;0.0;3;104;2;2;0.0053901893783338236;0.005390189378333802;0.0719135601185796;0.002603617038871144;2.7127327298794258e-05;0.8645473942528321;0.8645400091037821;0.925562545534765;0.8987236988194924;0.8986839970958482;0.9382454929622621;0.2709739633558341;0.9515344676255864;0.0006736930313780039;5.127297639846802
0.0;0.0;4;62;2;2;0.005414217881979715;0.005414217881979665;0.07212250762761967;0.0028305531175324603;3.372640183852837e-05;0.9816182109760813;0.981617208741427;0.9930592429923337;0.9841727057431566;0.9841664920110842;0.9935201916255721;0.2604266769171632;0.9221498451744892;0.0017254387416342672;4.001642465591431
0.0;0.0;5;127;2;2;0.005393722553145111;0.005393722553145037;0.07208241698724123;0.0027852840834943667;2.8194942034571963e-05;0.8794173910850897;0.8794108166658795;0.9354771621027294;0.9097731015723929;0.9097377246289666;0.9466462065876763;0.2694680030840401;0.9473687606548512;0.0007937143248977728;5.9850780963897705
0.0;0.0;6;95;2;2;0.005414217881979715;0.005414217881979665;0.07212250762761967;0.0028305531175324603;3.372640183852837e-05;0.9816182109760813;0.981617208741427;0.9930592429923337;0.9841727057431566;0.9841664920110842;0.9935201916255721;0.2604266769171632;0.9221498451744892;0.0017254387416342672;4.798784017562866
0.0;0.0;7;156;2;2;0.005391095737910148;0.00539109573791024;0.07199248899583344;0.0026886402456725443;2.7738033106030552e-05;0.8627853502905343;0.8627778690572363;0.9243995923808597;0.9014428405773646;0.901404203004383;0.9403421585558512;0.2714285714285714;0.9527900411163953;0.0006384634932459533;7.596534967422485
0.0;0.0;8;99;2;2;0.004293500929971658;0.0042935009299717745;0.09026381231925912;0.022324274926859154;0.0004281583711945758;0.01822033383858304;0.018166805232552173;0.02508618833706998;0.016825085943891475;0.016439014911894454;0.02467296774080829;0.14668522707499565;0.5709206805753518;0.057257352198469225;4.29560923576355
0.0;0.0;9;157;2;2;0.005393722553145111;0.005393722553145037;0.07208241698724123;0.0027852840834943385;2.8194942034571963e-05;0.8794173910850897;0.8794108166658795;0.9354771621027294;0.9097731015723928;0.9097377246289664;0.9466462065876763;0.2694680030840401;0.9473687606548512;0.0007937143248977728;7.000023126602173
0.0;0.1;0;90;2;2;0.0053901893783338236;0.005390189378333802;0.0719135601185796;0.00260361703887113;2.7127327298794258e-05;0.8645473942528321;0.8645400091037821;0.925562545534765;0.8987236988194924;0.8986839970958482;0.9382454929622621;0.2709739633558341;0.9515344676255864;0.0006736930313780039;7.285063982009888
0.0;0.1;1;129;2;2;0.0054169310348879075;0.005416931034887882;0.0720539070527664;0.002756245748500636;3.202924050752966e-05;0.9951697068489798;0.9951694434872034;0.9984890838016055;0.9938618964215906;0.9938594862937913;0.9978377188595374;0.2608528620822128;0.9233467233507311;0.0016754744997313775;7.747766494750977
0.0;0.1;2;91;2;2;0.005414217881979715;0.005414217881979665;0.07212250762761967;0.0028305531175324603;3.372640183852837e-05;0.9816182109760813;0.981617208741427;0.9930592429923337;0.9841727057431566;0.9841664920110842;0.9935201916255721;0.2604266769171632;0.9221498451744892;0.0017254387416342672;7.42208194732666
0.0;0.1;3;85;2;2;0.0053894044476379835;0.005389404447637953;0.07190061244267316;0.002589798869516692;2.6519368903079655e-05;0.861948586270057;0.8619410594219339;0.9238183899303868;0.8960316770545037;0.8959909218750245;0.9361511690481739;0.27058823529411763;0.9504684279557803;0.0007032818806346954;4.208835124969482
0.0;0.1;4;93;2;2;0.005392866065809665;0.005392866065809321;0.07202226278564808;0.0027207480072852473;2.8772911021898753e-05;0.881187087740738;0.8811806098024093;0.9366470599029705;0.9069664551994954;0.9069299795861538;0.9445425152509057;0.2690824980724749;0.9463008079272353;0.0008258185566784506;5.8389482498168945
0.0;0.1;5;80;2;2;0.0053894044476379835;0.005389404447637953;0.07190061244267316;0.002589798869516692;2.6519368903079655e-05;0.861948586270057;0.8619410594219339;0.9238183899303868;0.8960316770545037;0.8959909218750245;0.9361511690481739;0.27058823529411763;0.9504684279557803;0.0007032818806346954;12.33749532699585
0.0;0.1;6;112;2;2;0.0053901893783338236;0.005390189378333802;0.0719135601185796;0.002603617038871144;2.7127327298794258e-05;0.8645473942528321;0.8645400091037821;0.925562545534765;0.8987236988194924;0.8986839970958482;0.9382454929622621;0.2709739633558341;0.9515344676255864;0.0006736930313780039;6.77541446685791
