NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.005585261230652226,0.002933633166419111,-0.012780429075445862,0.06069834922950111,0.044314311619933065,0.04150039138146628,0.13009136971994995,0.10488445513562945,0.1948619896813351,0,0.0,inf,9629.886848306656,0.0013637257498201262,0.0011689957584686073,0.005809116060826606,0.006219708324716183,0.006725427830267061,0.00930295607404556,0.007856768093429977,0.008588224493423184,0.05167362316238562,0.0,0.0,,604.8828871796659,1.8597479207224653e-06,1.3665510833175944e-06,3.374582940815363e-05,3.8684771644543785e-05,4.52313795001307e-05,8.65449917156212e-05,6.172880487393932e-05,7.375759994943392e-05,0.0026701633307282357,0,0.0,,365883.30720280844
