NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.0055852612306521695,0.0013637257498201414,1.8597479207225072e-06,0.00293363316641904,0.001168995758468596,1.366551083317568e-06,-0.01278042907544582,0.00580911606082661,3.374582940815367e-05,0.06069834922950107,0.006219708324716197,3.8684771644543955e-05,0.04431431161993301,0.006725427830267055,4.523137950013062e-05,0.04150039138146622,0.009302956074045568,8.654499171562133e-05,0.13009136971994992,0.007856768093429983,6.172880487393939e-05,0.10488445513562943,0.008588224493423195,7.375759994943408e-05,0.1948619896813351,0.051673623162385614,0.0026701633307282353,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,9629.886848306656,604.8828871796658,365883.3072028083,0.00119185649739648,0.0008162107001378863,6.661999070195785e-07,0.0014274340405631201,0.0011236252265122153,1.2625336496546273e-06
