run,time
0,9872.444814682007
1,9803.63326215744
2,9835.94649720192
3,9889.57116150856
4,9988.1459774971
5,9969.18922328949
6,9703.260413885117
7,9659.374011516571
8,9633.917366027832
9,7943.385755300522
