tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,reconstruction_error_mean,reconstruction_error_std,reconstruction_error_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.011336550788074,0.0018786145016076116,3.5291924456504146e-06,0.007890124397215,0.0013665150684784558,1.8673634323786784e-06,0.006873789179305001,0.0014518908639202708,2.10798708073515e-06,0.03176809066999199,0.02934749550251732,0.0008612754922702743,0.0156058632350536,0.01996008701245271,0.00039840507354468337,0.0047596403640777,0.0035717732132368443,1.2757563886796252e-05,0.9635698704574001,0.0873771943030294,0.007634774084269354,0.9593009580741001,0.08677978383571701,0.007530730882573771,0.9439582895547,0.1591074244782409,0.025315172524099126,0.0,0.0,0.0,0.0,0.0,0.0,0.3631039614986,0.14120332103962902,0.019938377872620542,0.5452346803777001,0.22904448619600265,0.052461376656790855,inf,,
