NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.2611531971505866,0.0012898569380855708,1.663730920727484e-06,0.03256736593121553,0.0009247548460631815,8.551715253173385e-07,0.00129710905248461,8.136347660225874e-05,6.620015324806306e-09,0.5107104828741756,0.022873457922573653,0.0005231950773357475,0.5100446340984702,0.02290554376797319,0.0005246639353065354,0.34779253292326945,0.030570910665087297,0.0009345805788927483,0.8155910821897141,0.028404858454884264,0.0008068359838420101,0.8136788817531067,0.028696215919341204,0.0008234728080894515,0.7684391816116499,0.04864370918553844,0.002366210443327237,0.226344828819945,0.011086734841782731,0.00012291568945199918,0.8030369272863801,0.019489430061258063,0.0003798378841126694,0.02526723994744065,0.004593392522029052,2.1099254861432413e-05,40201.6835508585,9781.722494298114,95682094.95545772,0.0018958996830931401,4.371343340958689e-05,1.910864260454388e-09,0.0019078442277187797,7.355790363890704e-05,5.410765187750734e-09
