NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.2611531971505866,0.03256736593121558,0.001297109052484659,0.5107104828741756,0.5100446340984703,0.34779253292326945,0.8155910821897141,0.8136788817531067,0.76843918161165,0.22634482881994508,0.8030369272863801,0.025267239947440706,40201.6835508585,0.0012898569380855583,0.0009247548460631813,8.136347660225239e-05,0.022873457922573684,0.022905543767973196,0.030570910665087297,0.028404858454884243,0.028696215919341215,0.04864370918553844,0.011086734841782726,0.019489430061258035,0.0045933925220290415,9781.722494298112,1.6637309207274518e-06,8.551715253173381e-07,6.620015324805273e-09,0.0005231950773357488,0.0005246639353065356,0.0009345805788927484,0.0008068359838420089,0.0008234728080894521,0.0023662104433272366,0.00012291568945199904,0.00037983788411266844,2.109925486143232e-05,95682094.95545769
