tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,reconstruction_error_recovered_mean,reconstruction_error_recovered_std,reconstruction_error_recovered_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.1252199287736,0.007846712689767365,6.15709000357562e-05,-0.0006817325569504001,0.009475202160854129,8.977945598905474e-05,0.003212840543992001,0.01856620382916002,0.0003447039246259161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,5.844400048255,0.25550126588453786,0.0652808968686013
