NLL_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NLL_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NLL_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
3986388.326974752,0.09064161357529095,0.07002303065393799,0.02472960941092623,0.18186518720158346,0.5353171592354282,0.3918241091140261,5110.044662117958,1220.2960042274071,0.006016779183260904,0.006115051595569,0.00304421835723113,0.055577544153063464,0.15192064689019158,0.1677595058010313,248.72187060068103,1489122.337933376,3.620163174012175e-05,3.739385601647098e-05,9.267265406503e-06,0.0030888634140857187,0.023079882951534274,0.028143251786606253,61862.56891510192
