NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
3986388.3269747524,1220.296004227535,1489122.337933688,0.09064161357529091,0.006016779183260893,3.620163174012162e-05,0.07002303065393795,0.006115051595569008,3.739385601647107e-05,0.02472960941092619,0.0030442183572311422,9.267265406503074e-06,0.18186518720158343,0.05557754415306346,0.0030888634140857183,0.5353171592354282,0.15192064689019158,0.023079882951534274,0.39182410911402604,0.16775950580103133,0.02814325178660626,5110.044662117958,248.721870600681,61862.5689151019,0.003842482151081919,0.000259918023223284,6.755737879629961e-08,0.00442187449053893,0.0001470775662731201,2.1631810500824033e-08
