tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_mean,NMI_std,NMI_var,AMI_mean,AMI_std,AMI_var,ARI_mean,ARI_std,ARI_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.1089207088666931,0.010731827738099673,0.00011517212660024552,0.10416829102410834,0.013207538349317354,0.0001744390692486886,0.10834066252448485,0.013442952242627731,0.00018071296499756997,0.1059380998522786,0.013542160446699229,0.00018339010956414507,0.08976913784364512,0.024322916533638682,0.0005916042687023539,0.2867830229904752,0.021284990416676385,0.0004530508170380055,0.7869103694259212,0.04578857332891531,0.002096593447497455,0.018351006477950838,0.007332433500956196,5.376458104594474e-05,3.370333194732666,1.0965651922360604,1.2024552208237083
