tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_mean,NMI_std,NMI_var,AMI_mean,AMI_std,AMI_var,ARI_mean,ARI_std,ARI_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.11378458185958447,0.008893555672705151,7.909533250350598e-05,0.11068279795876237,0.012224630582246878,0.00014944159287240565,0.11508451210516994,0.011242942323773755,0.0001264037520957032,0.112922226856824,0.011272681553476544,0.00012707334940609036,0.09903159189726063,0.01671032866861819,0.00027923508421324295,0.28658682964622356,0.02415998735108972,0.0005837049888048154,0.7862478434010518,0.05332055959222931,0.002843082075228477,0.01925691805532031,0.009753917687743916,9.513891025928362e-05,3.6178669611612957,1.277285159984208,1.6314573799158842
