run,num_iter,row_clus,col_clus,tau_x,tau_y,NMI,AMI,ARI,balance_chierichetti,balance_bera,KL_fairness_error,time
24,29,17,17,0.5752669754166388,0.5754005461529702,0.1487875556794833,-0.0103942586509577,0.0004350679778153,0.4,0.7554390563564874,0.1240690945697548,0.0814282894134521
