tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_mean,NMI_std,NMI_var,AMI_mean,AMI_std,AMI_var,ARI_mean,ARI_std,ARI_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.5655824943319245,0.005235190297742068,2.740721745357268e-05,0.5644415565523555,0.004912263585157098,2.413033353006047e-05,0.16482795578844042,0.008288838864973168,6.870484972948966e-05,-0.0025875083917399,0.007799016929596519,6.082466506813312e-05,0.0004177654434433199,0.004689509124944516,2.199149583293788e-05,0.3778500322313519,0.031076155440626935,0.0009657274369700072,0.7208185096322484,0.044900573433109485,0.0020160614946220573,0.14185700374957738,0.06288886362436469,0.003955009167963939,0.05160806179046625,0.012513328789649331,0.0001565833973978668
