NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.008700110515713318,0.0006654274744646068,4.4279372377234493e-07,0.00666445321784252,0.000651723418765775,4.2474341456774964e-07,-0.00536751525269572,0.0014433992617537657,2.0834014288313157e-06,0.0543973397432283,0.023090202892572062,0.0005331574696201433,0.28752427679333803,0.114959864827645,0.01321577052119041,0.7180056989990948,0.14333751230633804,0.020545642434169606,8983.493239426612,121.10207794944051,14665.713283672367,0.00385057613029119,0.00014433995508631074,2.0834022634318205e-08,0.004393415141112621,0.00038357330033778677,1.4712847673202197e-07
