NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.008700110515713368,0.006664453217842562,-0.005367515252695779,0.054397339743228336,0.2875242767933381,0.7180056989990947,8983.493239426612,0.0006654274744646036,0.000651723418765774,0.0014433992617537534,0.023090202892572048,0.11495986482764502,0.143337512306338,121.10207794944044,4.427937237723406e-07,4.247434145677484e-07,2.08340142883128e-06,0.0005331574696201425,0.013215770521190415,0.0205456424341696,14665.71328367235
