,NLL_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NLL_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NLL_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0,17452.84488787772,0.1214006415176796,-0.00024025363894573807,-0.010978854769766705,0.40973534743436063,0.40154025173201663,0.22492579895079418,0.2603904509879049,0.21125056087087474,0.12163293226106227,0.39999263849340827,0.6220634767269798,0.16068522861829698,3321.1754356861115,542.6909428267473,0.008440301940270794,0.006390040437760623,0.006949529057420416,0.062242804798494214,0.06295248374149369,0.05006936529830999,0.06244774444368128,0.06670425097448589,0.04591530205400103,0.10564036188418288,0.1517932336530227,0.11136377517966033,558.3841691466409,294513.45942618395,7.123869684293893e-05,4.0832616796215974e-05,4.829595411993069e-05,0.0038741667491834545,0.003963015209223027,0.0025069413413756087,0.003899720786103326,0.004449457098067201,0.0021082149627101514,0.01115988605902112,0.023041185782841138,0.01240189042226593,311792.8803535845
