run,time
0,1884.8608086109161
1,2805.460762500763
2,3580.703943490982
3,3562.5539984703064
4,3558.8664383888245
5,3555.617820262909
6,3566.4948737621307
7,3557.878401041031
8,3555.552832365036
9,3583.764477968216
