algorithm,tau_x_mean,tau_x_std,tau_y_mean,tau_y_std,ARI_rows_mean,ARI_rows_std,ARI_cols_mean,ARI_cols_std,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_cols_mean,ARI_van_cols_std,balance_bera_mean,balance_bera_std,time_mean,time_std
taucc_vanilla,0.3950201990315357,0.0,0.3950201990315357,0.0,0.5287189355683933,0.0,0.564063512639468,0.0,,,,,,,0.6117342948913574,0.1932771039284364
taucc_fair_max,0.3600946828864995,0.0011423088874277,0.3600946828864994,0.0011423088874277,0.4547448868042504,0.0,0.5064432546499539,0.0,0.760444647108737,0.0,0.8193132347279539,0.0,0.6671149679251124,0.0,0.4104182720184326,0.1715860730046907
