algorithm,tau_x_mean,tau_x_std,tau_y_mean,tau_y_std,ARI_rows_mean,ARI_rows_std,ARI_cols_mean,ARI_cols_std,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_cols_mean,ARI_van_cols_std,balance_bera_mean,balance_bera_std,time_mean,time_std
taucc_vanilla,0.131672303111292,0.0113612067774698,0.1309659902293224,0.011341507415108,0.3580645991061527,0.0688073088223792,0.3455068780243611,0.0719601125931028,,,,,0.7959624943039535,0.1228183207588724,0.2377635478973388,0.1593896420020422
taucc_fair,0.1393241778156047,0.0087506868101674,0.138650688648811,0.0086342772860408,0.336394770262712,0.0467486174605195,0.3228179487407756,0.0588708704129351,0.5034934081580824,0.2144920169716755,0.4966799396787417,0.223891607493146,0.8450141940456062,0.0745616004982571,0.2195617675781249,0.0383592903828601
taucc_fair_max,0.1375721329520305,0.007046020744295,0.1371871445703787,0.0066146642525496,0.3434569040012954,0.0443159669944086,0.3359183503114195,0.0515550564938923,0.5032122453086207,0.1491637819361008,0.4978101918366953,0.1427044765172516,0.8606452641386939,0.0312927465053364,3.7955840110778807,1.0887672606294487
