algorithm,tau_x_mean,tau_x_std,tau_y_mean,tau_y_std,ARI_rows_mean,ARI_rows_std,ARI_cols_mean,ARI_cols_std,ARI_van_rows_mean,ARI_van_rows_std,ARI_van_cols_mean,ARI_van_cols_std,balance_bera_mean,balance_bera_std,time_mean,time_std
taucc_vanilla,0.3950201990315357,0.0,0.3950201990315357,0.0,0.5287189355683933,0.0,0.564063512639468,0.0,,,,,,,0.6117342948913574,0.1932771039284364
taucc_fair_max,0.3252829450294988,0.0252830019946911,0.3252829450294988,0.0252830019946911,0.4208294676081926,0.0,0.4579413418533402,0.0173455778597627,0.6026037102436692,0.0,0.6645141011683655,0.0,0.8943902124057184,0.0,1.47483229637146,0.7292672068354699
