algorithm,tau_x_mean,tau_x_std,tau_y_mean,tau_y_std,ARI_true_labels_mean,ARI_true_labels_std,ARI_rows_mean,ARI_rows_std,ARI_cols_mean,ARI_cols_std,balance_bera_mean,balance_bera_std,time_mean,time_std
taucc_vanilla,0.0758401841788388,0.0128140304261386,0.0790010371910266,0.011926529583535,0.1108561928294234,0.0286818855108325,,,,,0.3851962275063703,0.0246070645365046,1.134544634819031,0.4899173270468753
taucc_fair,0.0265187311698946,0.0025704475988889,0.0353557006014611,0.0012045608064314,0.0095909411923025,0.0037600076905725,0.0064137517345205,0.0035740239153612,0.0133654181786646,0.0074359043116047,0.9552051530857768,0.0154384494177396,11.530272436141969,3.55801404912616
taucc_fair_max,0.0367628885001519,0.0015292723666373,0.0368904020531164,0.0014899434693815,0.0099353054581236,0.004897276305472,0.0130680056461656,0.005981541082355,0.0237807439952578,0.0115800599836215,0.963593136281404,0.0233721434433498,5.149293088912964,3.609630866295524
lbm_vanilla,0.0019177304192331,0.0001836686674559,0.0021621768347779,0.0002026649982919,0.1017052211507283,0.0020914350430674,,,,,0.0,0.0,12189.152377414704,42.34825295664024
lbm_fair,0.0016638184187221,0.0002602014239813,0.0019364970233578,0.0001685635531439,0.0979855573237895,0.0043843533806853,0.3496091241715148,0.0309329835029695,0.8286988196109377,0.0267509102262533,0.0227713178294573,0.0720092296646869,13966.785161566737,741.6159590178789
fatr_vanilla,0.0,0.0,0.0,0.0,0.010054033996637,0.0106225362751655,,,,,0.0,0.0,8.963700056076,0.6999454467887406
fatr_fair,0.0,0.0,0.0,0.0,0.006873789179305,0.0014518908639202,0.0047596403640777,0.0035717732132368,0.9439582895547,0.1591074244782409,0.3631039614986,0.141203321039629,8.963700056076,0.6999454467887406
