NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.1146558959478881,0.11386772212664158,0.09798555732378961,0.5364400973604886,0.52205394560819,0.3496091241715149,0.6747146337018952,0.6734741919733829,0.8286988196109377,0.016129032258064516,0.02277131782945737,inf,13966.785161566735,0.003614018347792235,0.0036239475749693965,0.004384353380685366,0.022145207965360066,0.02300388783117926,0.030932983502969514,0.02952836805627055,0.02964417353862339,0.026750910226253394,0.05100447838981257,0.07200922966468694,,741.6159590178792,1.3061128618178918e-05,1.3132996026126569e-05,1.9222554566727196e-05,0.000490410235829047,0.0005291788553494774,0.000956849468394984,0.0008719245200665789,0.0008787770247880192,0.0007156111979330685,0.0026014568158168575,0.0051853291569016295,,549994.2306700086
