NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.11465589594788805,0.0036140183477922274,1.306112861817886e-05,0.11386772212664154,0.0036239475749694004,1.3132996026126598e-05,0.09798555732378958,0.004384353380685373,1.922255456672726e-05,0.5364400973604886,0.022145207965360115,0.000490410235829049,0.52205394560819,0.02300388783117925,0.0005291788553494768,0.34960912417151485,0.030932983502969524,0.0009568494683949848,0.6747146337018952,0.029528368056270564,0.0008719245200665799,0.6734741919733827,0.02964417353862337,0.0008787770247880181,0.8286988196109377,0.02675091022625338,0.0007156111979330676,0.01612903225806451,0.051004478389812556,0.0026014568158168557,0.02277131782945736,0.07200922966468692,0.005185329156901628,inf,,,13966.785161566735,741.6159590178789,549994.2306700083,0.00166381841872214,0.0002602014239813765,6.770478104193604e-08,0.0019364970233578002,0.00016856355314399772,2.8413671448529343e-08
