NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
17810.583239740994,340.1284583858509,115687.36820393548,0.12052707439359531,0.007814950724047122,6.107345481928464e-05,0.00041574900162981605,0.007997046484237944,6.395275247106246e-05,-0.01005420010191448,0.005166459730389254,2.6692306145733802e-05,0.3611149317153489,0.0747626206800546,0.005589449450949728,0.5528377106355038,0.055659433393270966,0.003097972525659967,0.21728434079756398,0.04076543303365481,0.0016618205304213948,3242.936159181595,508.3788315185886,258449.0363362055,0.04153866578608033,0.009828684605425929,9.660304107293666e-05,0.02625338968319118,0.005374183367324021,2.8881846865622157e-05
