run,time
0,3456.9426550865173
1,3433.2762022018433
2,3426.4195070266724
3,3424.245141983032
4,3424.2519023418427
5,3433.3606872558594
6,3422.3025031089783
7,3422.1354072093964
8,3171.4045181274414
9,1815.0230674743652
