,NLL_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NLL_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NLL_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0,17810.583239740994,0.12052707439359533,0.00041574900162982917,-0.010054200101914533,0.3611149317153489,0.5528377106355038,0.21728434079756404,3242.936159181595,340.12845838585054,0.007814950724047141,0.00799704648423799,0.005166459730389258,0.07476262068005461,0.05565943339327095,0.04076543303365481,508.37883151858864,115687.36820393527,6.107345481928493e-05,6.39527524710632e-05,2.669230614573384e-05,0.005589449450949729,0.0030979725256599657,0.0016618205304213952,258449.03633620555
