tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,reconstruction_error_mean,reconstruction_error_std,reconstruction_error_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.13771205500980002,0.035058180206426495,0.0012290759993862745,0.11533353628144997,0.03223577125399858,0.0010391449483401212,0.07040389706688502,0.04399957149928738,0.0019359622921209017,0.45931553868030006,0.1082575760898627,0.01171970278085241,0.4265920331784,0.09605648501637362,0.009226848313700811,0.4888117910991999,0.10762769619308159,0.01158372098783027,0.8073170351361,0.255681136130949,0.06537284337321286,0.7797586105162001,0.27011652784378193,0.07296293861438062,0.7546640217529401,0.3636961456592171,0.13227488636737048,0.0,0.0,0.0,0.0,0.0,0.0,0.1476734721132,0.0602291140605,0.003627546180512719,0.6038419578811001,0.23261740550558327,0.054110857344148965,inf,,
