tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,reconstruction_error_recovered_mean,reconstruction_error_recovered_std,reconstruction_error_recovered_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.1344118257551,0.016510108329751725,0.00027258367706013725,0.11825465566663,0.017154631960530776,0.00029428139770126403,0.06594705599041001,0.03423110569664076,0.0011717685972145915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,753.2553999662,15.84775261773374,251.15126303288662
