tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,reconstruction_error_recovered_mean,reconstruction_error_recovered_std,reconstruction_error_recovered_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
1.36901498510421e-05,3.5955771112066565e-05,1.2928174762633204e-09,0.4001002943565046,0.21060653410035915,0.04435511220576574,0.2775542374805,0.02344889531976529,0.0005498506917173107,0.015238376423993,0.0041483860245440365,1.7209106608632276e-05,0.0008952616521171001,0.0006442442735349815,4.150506839826161e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,8109.904799938,39.74783925721392,1579.890725617316
