NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.2651639488385989,0.03674404206657466,0.001561469030050441,0.09672309023480316,0.39343801146587104,0.38065768574355013,38414.79440057278,0.001397941494703242,0.001360392412006965,0.0001840086450128249,0.007540251390157019,0.027893869823605016,0.03155720405025373,5950.14008007002,1.9542404226131343e-06,1.8506675146461278e-06,3.3859181439455814e-08,5.6855391026764865e-05,0.0007780679737362224,0.0009958571274693506,35404166.97245567
