NLL_mean,NLL_std,NLL_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var,tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var
,,,0.26516394883859895,0.0013979414947032363,1.9542404226131186e-06,0.03674404206657463,0.001360392412006985,1.8506675146461824e-06,0.00156146903005039,0.00018400864501282843,3.3859181439457105e-08,0.0967230902348031,0.007540251390157027,5.6855391026764974e-05,0.393438011465871,0.027893869823605016,0.0007780679737362224,0.3806576857435501,0.031557204050253716,0.0009958571274693495,38414.79440057278,5950.140080070021,35404166.97245568,0.0019548781128968197,3.483291629184092e-05,1.2133320573943964e-09,0.00196686867883556,6.97470367371146e-05,4.864649133608414e-09
