id_row,tau_x,tau_y,balance,TOPSIS_score,rank
362,0.1148474975609367,0.114589071984912,0.8693372167203354,0.7604117875356906,1
725,0.1154680574830658,0.1154680574830658,0.8660263191870708,0.7588855571101141,2
604,0.1133783118201448,0.1133783118201449,0.8705601418676711,0.7547578741905179,3
1209,0.0994140112122427,0.1011255566949159,0.9394786546811724,0.7231539341450094,4
1197,0.1085516151251356,0.1070191400952046,0.8731200874229831,0.7176760616211806,5
1164,0.1121389301974646,0.1119405744051372,0.8512646633983388,0.7160171183972515,6
1132,0.1130536454586375,0.1130536454586376,0.845777300167408,0.7135432343559307,7
834,0.1179505836332609,0.1179505836332609,0.8257012742346641,0.704670400574586,8
713,0.117690748887024,0.1176907488870239,0.8257833377844677,0.7038520032569071,9
1131,0.1129987054984487,0.1121972216385039,0.8393921832323186,0.7006895406374578,10
350,0.1166713580736945,0.1166713580736944,0.8260386266417734,0.7002429377702734,11
1252,0.1024277206496212,0.1017824780014532,0.8965815431125627,0.6976771126653881,12
1088,0.1032988685854818,0.1033142510845129,0.8842085988102779,0.6937783920880837,13
1076,0.1114850299509659,0.113742122464744,0.8327919105378359,0.6903684383900879,14
471,0.115868119479647,0.1154253725318948,0.8194057961865069,0.6852821043512242,15
229,0.1143323909207796,0.1149010611633671,0.8171927258023064,0.6768708393388657,16
1208,0.1063083561527936,0.1056622227963403,0.852024943959621,0.6728315913675758,17
846,0.1035110411306262,0.1034139631450649,0.8669167135002127,0.6726025887073623,18
1099,0.1094295201893046,0.1088102038523401,0.8347267463023484,0.670697640056348,19
1330,0.0904815691003264,0.0895429358152999,0.9994748179838094,0.6675292693957494,20
593,0.1127742160309892,0.1127742160309891,0.8170200104086899,0.6666192208581708,21
680,0.117777088616501,0.1177770886165011,0.8012673984291597,0.6663885380328591,22
537,0.1175160584724771,0.1175160584724771,0.8008653701679078,0.6647367457677686,23
515,0.1178822778327132,0.1178822778327133,0.7997897186779657,0.6645623020120884,24
911,0.1174337038007877,0.1174337038007877,0.800452702355896,0.6637752351834224,25
130,0.1177880653711934,0.1177880653711934,0.7993046331798146,0.6634574235715983,26
856,0.1175155587621746,0.1175155587621746,0.7997292191740011,0.6630092693940491,27
427,0.1170051834671511,0.1170051834671511,0.8008890228435851,0.6626586674236075,28
405,0.1174983944022881,0.1174983944022882,0.7993671219219876,0.6623901746637442,29
548,0.1175490575699521,0.117549057569952,0.7991252655843638,0.6622289666152378,30
889,0.1174506443712197,0.1174506443712197,0.799196443939622,0.6619366263817805,31
1109,0.1112163608232905,0.1096847493390798,0.8232217928695162,0.6618270885794001,32
416,0.1177109240252105,0.1177109240252106,0.7983274340409074,0.6616722316663376,33
372,0.1175794639197372,0.1175794639197372,0.798623688971714,0.6615919980619417,34
174,0.1177662911562597,0.1177662911562597,0.7978771488826635,0.6612125551324192,35
812,0.1176898892948692,0.117689889294869,0.798022582811752,0.6611270258376886,36
31,0.1172459448351978,0.1172459448351978,0.7991663021313758,0.6610466370528193,37
691,0.1180424951581294,0.1180424951581294,0.7967673350223289,0.6606269757748491,38
955,0.1133817899119347,0.1120674563296727,0.813396001467877,0.6605203624339977,39
636,0.1170995802990285,0.1170995802990286,0.7990871008418938,0.6603128644040019,40
262,0.1175915429516332,0.1175915429516332,0.7975984764054722,0.660089296171258,41
1175,0.1081055815584422,0.1067075035743915,0.8359062790429611,0.659915969524282,42
790,0.1167249789789946,0.1167249789789945,0.7998345773709827,0.6598467716084487,43
1065,0.1137186348554811,0.114120839346165,0.808379212853356,0.6594836261186526,44
592,0.1107721356835774,0.1110330826990422,0.8191109976764119,0.65855851054481,45
977,0.1151950018914791,0.1146174478903495,0.8033455493751818,0.6566979665703097,46
108,0.1124053497488428,0.111692626398051,0.8125867319777523,0.6553800350625991,47
273,0.1177851020552679,0.1177851020552678,0.7938949160912591,0.6552886955917046,48
317,0.1158241282014572,0.1148647948796389,0.8010132451069529,0.6552139806177114,49
328,0.1174442828114798,0.1174442828114799,0.7946216765735629,0.6549904718604447,50
526,0.1177666573145073,0.1177666573145072,0.7923189715460284,0.6528491722650452,51
339,0.117331159621943,0.117331159621943,0.7932916205323111,0.6525138311714399,52
570,0.1145361135388891,0.1145572319277403,0.8016083466945224,0.6522417573964968,53
196,0.1173150605113174,0.1173150605113175,0.7931170626225922,0.6521831829900546,54
1043,0.1144828865850447,0.1144650932989896,0.8015897379191894,0.6518368356286435,55
1317,0.1064694957208077,0.1054787195595615,0.837703714294209,0.6517427968890309,56
1021,0.1110309491115903,0.1110309491115903,0.8141541977186767,0.6516424281233182,57
1163,0.1132467809326932,0.113848210638014,0.8038551092564263,0.6504525852776776,58
449,0.1160944621332104,0.1156162543534509,0.7962803161505502,0.6504467369280145,59
207,0.1172827685717564,0.1172827685717563,0.7918439159698465,0.6501303884850457,60
845,0.1108969217953605,0.1108969217953606,0.8112451224203786,0.6462759869919217,61
141,0.1146469978932578,0.1146469978932578,0.7962327813948729,0.6444750991793856,62
361,0.1125321845744179,0.1125321845744179,0.8027973949602923,0.6430637646087324,63
384,0.1152423842051554,0.1152423842051553,0.7931187333918993,0.6427014655280915,64
120,0.1004355476585502,0.099527777626123,0.866590419682996,0.64198283926554,65
1066,0.1113939435879574,0.1113939435879574,0.8063035454784199,0.6417015365657368,66
472,0.1094301175022847,0.1096222251321878,0.8136862933986901,0.6411399604905842,67
1142,0.1113569951009453,0.1103542436799891,0.80807056692746,0.6409844397281067,68
406,0.1139568948745494,0.1139568948745494,0.7954764931700808,0.639697875419538,69
988,0.1147908304527911,0.1152681007904367,0.7911049080280235,0.6385937461576937,70
922,0.1142967010749493,0.1147489040144632,0.7921936764466713,0.6376693243537869,71
867,0.1156428245700831,0.1152900947699165,0.7889393854968155,0.6374177322916288,72
560,0.1153035171826793,0.1153035171826793,0.7891245517472156,0.6369230042195788,73
9,0.1153860840268009,0.1151081978376039,0.7889544609220761,0.636365116741786,74
20,0.1165008025094429,0.1154447946689078,0.7864763179705974,0.6360624910625903,75
284,0.1154082758470521,0.1148130668211539,0.7888195886139574,0.6354506846309161,76
614,0.116612251756006,0.1157724521604112,0.7851316835854606,0.6350999751060887,77
251,0.1143844916661837,0.1140923743949608,0.790920512075019,0.6341878854586106,78
307,0.1140017564519105,0.1140017564519105,0.7911059400459592,0.6332337231648474,79
702,0.1141511676168176,0.1125970077416152,0.7931919660430637,0.6328336364178182,80
75,0.1140020338401816,0.1144878738202209,0.7897854128240691,0.6325363573723632,81
218,0.1114673440662587,0.1114836718744927,0.7999611114286486,0.632376325073708,82
559,0.1150737718544252,0.1148546377234037,0.7869591342139551,0.6319201979723448,83
1143,0.1082263123161576,0.1072205746419874,0.8156565788851433,0.6315556343803355,84
724,0.1125766366926199,0.1126258576045805,0.7950704563565917,0.6315228981060241,85
966,0.1116296097813405,0.1122513461264479,0.7975528424851472,0.6314976976843357,86
394,0.1151990086248858,0.1144897016840933,0.7865715554303446,0.6306764701831898,87
42,0.1132837180182022,0.1135393973798835,0.7912535048380225,0.6302572563595092,88
1010,0.1159408451273387,0.1154530707126151,0.7833618600684973,0.6301072245093994,89
383,0.1157549192129709,0.1152533672204575,0.7839861515437352,0.6301013606886654,90
878,0.1143012301388231,0.1141530698314704,0.7881515162540771,0.6299127392869628,91
1154,0.1078347701427054,0.1065287522818234,0.8167073895811834,0.629216674422668,92
1318,0.0918126979627141,0.0903083843654658,0.925175466073369,0.6278904219649514,93
295,0.1155623337601773,0.114999444846846,0.7831743078718362,0.6277635164238007,94
241,0.1015402859304918,0.1015423240656174,0.8449492522235127,0.6265217430873561,95
483,0.101717379092735,0.1030904312880922,0.8395990735260315,0.6261766110263488,96
439,0.1128123060873702,0.1128123060873703,0.7905148702455351,0.6257297540589495,97
801,0.1129442756467543,0.1127908748733999,0.7902685928998692,0.6256566917803291,98
1098,0.1087827518553204,0.1071450792452921,0.8106600886709275,0.6255211471349047,99
482,0.1094367772247677,0.1091130172829141,0.8045449573169705,0.6253080630364343,100
658,0.1158844738899896,0.1153636489473397,0.7801123050837493,0.624870423991154,101
186,0.1126887261496603,0.1126887261496603,0.7902670955975182,0.6246392487163226,102
86,0.1142554822627048,0.1132179083632266,0.7864241089167708,0.6245487792677535,103
735,0.1166853097269142,0.1155801592681526,0.7781089000067961,0.6242859880739081,104
1032,0.1139484415513745,0.1121015728167219,0.7885918037394084,0.6237756770107223,105
746,0.1154366929657353,0.1157855197638299,0.7793226204661062,0.6236857194333596,106
450,0.1127738903455714,0.1127738903455714,0.7891155584884892,0.6233639945084566,107
669,0.1149681995871817,0.1146341493060508,0.7812900377478182,0.6225022146340724,108
659,0.1128180109952243,0.1128180109952244,0.7881106725735771,0.6220784180332988,109
802,0.1089329481391489,0.1089329481391488,0.803543835291973,0.6214887336517304,110
32,0.1127695896366597,0.1127695896366596,0.7874397917829006,0.6207737622165456,111
460,0.1133198988346504,0.1121999694078105,0.787447844735509,0.6206178696220546,112
823,0.1136347679377334,0.1123242152224758,0.7862267818430562,0.6199838370374344,113
625,0.113831343080832,0.1123439814600276,0.785640888594211,0.6196793795649617,114
395,0.1127088843350083,0.1127088843350083,0.7862910993723695,0.6186676414367559,115
1009,0.1188092609476867,0.1188092609476866,0.7659678969957888,0.6185535865388018,116
1033,0.1115898226140563,0.1110784713261317,0.7915707666155493,0.6185238045101202,117
779,0.1143775503751699,0.1148379165885239,0.7792335581730637,0.6184492361620618,118
747,0.1114887960002844,0.1114887960002843,0.7906253673300115,0.6180631479454471,119
438,0.1140615090574313,0.1123726196471405,0.7840606404704575,0.6179728170508435,120
1054,0.1089167877980123,0.1085502247394391,0.8021310986469625,0.6179277335284797,121
1097,0.1118704838170498,0.1109422335428939,0.7905613508463502,0.6173691254518336,122
306,0.1136223539644827,0.1121684587333455,0.7842054096786232,0.6164000133958264,123
758,0.11150235249925,0.11150235249925,0.7893493584439716,0.6161862047915431,124
1044,0.1096897516068558,0.1089862285542803,0.7980772310640016,0.6157275523280228,125
780,0.1103388386822846,0.1103388386822847,0.7931344390822039,0.6147258139184141,126
