fair_majority,fair_minority,tau_x_mean,tau_y_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,tau_x_std,tau_y_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,tau_x_var,tau_y_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
0.0,0.0,0.5749808970052435,0.5760701069573518,0.11053607488377556,-0.0009394832882875101,0.0033447662890430897,0.1014271107312843,0.08672552656632468,0.031679002980050094,0.09157611738442863,0.01484468463733358,0.00551075252113835,0.456748210231998,0.8235928757129622,0.027407110705784176,0.08502950668334956,0.008128891999114988,0.00833841600806282,0.011640418560585833,0.012745497446966743,0.004884263539422947,0.02322682285889867,0.02188700430350746,0.00795745204891003,0.0210876997314013,0.013815096657343212,0.005331832012943415,0.04013380906807706,0.04623109541488663,0.015981805405949283,0.016959915623320367,6.607888513327566e-05,6.952918152351832e-05,0.00013549934426563114,0.00016244770517063578,2.3856030322536376e-05,0.0005394853001186577,0.00047904095738175403,6.332104311070244e-05,0.00044469107996174235,0.00019085689565173557,2.842843261424823e-05,0.0016107226303128644,0.0021373141832603517,0.00025541810403362973,0.0002876387379501463
0.0,0.1,0.571404985017909,0.5720222140309978,0.11172639735014574,0.00438852074123979,0.0039253562163694,0.09833563792818358,0.08443528634677278,0.02860031302548311,0.09067602570918418,0.01894876895282262,0.00560394571622444,0.46499511047609376,0.8249336541280525,0.022453827298156433,0.1102643013000488,0.013651256469966,0.013454821656904191,0.007303206432811367,0.008815416567911443,0.00619213921398428,0.015062097385452635,0.014925400536320679,0.006877914146928966,0.018193010541556587,0.017957908768392455,0.007350442349013211,0.0643163071269438,0.06965776028244597,0.014885568652500777,0.023700347512266125,0.0001863568032087886,0.00018103222581909806,5.333682420025733e-05,7.771156926580756e-05,3.8342588045361855e-05,0.0002268667776488591,0.0002227675811696016,4.73057030125256e-05,0.00033098563256518903,0.00032248648733390666,5.402900272616685e-05,0.004136587362447363,0.0048522035675667066,0.0002215801541083138,0.0005617064722021792
0.0,0.2,0.5721498890648954,0.5746932069479964,0.10328624258680874,-0.00261862102543289,0.0024459592474084697,0.08715680299604626,0.07343078464683514,0.02358088235031777,0.07935061801863354,0.008920807171736569,0.00104935968114751,0.5181590748343421,0.8738348110865205,0.016873504597581822,0.11694846153259272,0.008527724790869754,0.008985251621569983,0.009959636168599054,0.011413011929122467,0.004481629159016497,0.014111833291223631,0.0131082976592177,0.005609919762965616,0.015301042557632032,0.01009333684109452,0.0030908604493124583,0.025222813301499333,0.057704528695200805,0.01374015917161505,0.014763485893768014,7.272209010881459e-05,8.073474670292602e-05,9.919435261086644e-05,0.00013025684129429175,2.008499991894691e-05,0.0001991438388392876,0.0001718274675226522,3.147119974691219e-05,0.00023412190335046656,0.00010187544858779592,9.553418317124013e-06,0.0006361903108422916,0.0033298126319352534,0.00018879197406131718,0.00021796051573548712
0.0,0.3,0.5740057762150131,0.5748340331603473,0.1103761393370903,0.00678914538425481,0.0027795840958322804,0.08475828801769421,0.07139673758413326,0.025043891603531286,0.08018246973341468,0.0118723113063846,0.00379354698807806,0.4695174884273478,0.8192136255940856,0.02402660796006478,0.16885890960693356,0.006580074616260253,0.007147297941462218,0.006743425135744559,0.009802275550206014,0.005488646002778567,0.010685557348327044,0.010056642336324719,0.005650007560840337,0.009028393564678834,0.007904928951529151,0.004447753911860595,0.05962999288140501,0.06307199208708728,0.01285847212856573,0.083185267614855,4.329738195555251e-05,5.1083867864030056e-05,4.547378256139152e-05,9.608460596216659e-05,3.012523494381714e-05,0.00011418113584438611,0.00010113605508075872,3.192258543755297e-05,8.15118903587342e-05,6.248790172872377e-05,1.9782514860471227e-05,0.003555736051036412,0.003978076185833599,0.00016534030548110172,0.006919788748155044
0.0,0.4,0.5724010840187207,0.5733025924166377,0.11043816960463955,0.00425437347626888,0.00039237940976534003,0.08947340081533664,0.07567776521836109,0.026288072348313762,0.08353946830634792,0.012693410666612401,0.00440054976634084,0.49946446190431554,0.8562057419829291,0.01939935118813304,0.12289359569549556,0.009873731735901423,0.010068605860478206,0.010790102384340155,0.0053953646704487795,0.003915121885097888,0.016906732026558773,0.01590434753733327,0.005968922336475361,0.013276247974321352,0.009574591273294249,0.003229288494001615,0.062152052834014225,0.08280176556619478,0.02015577144062553,0.03238447998228329,9.749057839254693e-05,0.00010137682397365607,0.00011642630946454308,2.910995992712687e-05,1.532817937517244e-05,0.0002858375878178681,0.00025294827058827885,3.562803385887449e-05,0.00017625876027567184,9.167279805064239e-05,1.042830417749122e-05,0.003862877671482096,0.00685613238087908,0.0004062551223667357,0.001048754543722907
0.0,0.5,0.5691074728632839,0.5757792920204653,0.10496853834057143,-0.0020003253702790902,-0.0020464247695825897,0.08688592451658314,0.0720020836034078,0.02614638849097428,0.07835529464512482,0.0067068263887862505,0.00235616042092451,0.43228443164589364,0.7598239584649373,inf,0.18848824501037595,0.013513093054975344,0.007899294964892514,0.009530353605537799,0.007113206908334388,0.008593483198974104,0.009050085685072835,0.010800372688379906,0.004849968463865752,0.010350033146548412,0.01156842875625631,0.0059238340967823835,0.15303905251900196,0.2684318693476817,,0.1825661284106994,0.00018260368391242286,6.239886094237624e-05,9.082763984658731e-05,5.059771252077607e-05,7.384795349105018e-05,8.190405090716024e-05,0.00011664805020790259,2.3522194100492318e-05,0.00010712318613465082,0.0001338285438885779,3.509181040620156e-05,0.023420951595913838,0.07205566848149085,,0.03333039124287199
0.0,0.6,0.5577741831718729,0.5742194803504075,0.11048086512124641,0.00515273975079078,7.742626491466006e-05,0.09155499557598132,0.07557900039227267,0.02843833539933313,0.08080213724256988,0.01069852830917588,0.00547188324353744,0.3356139248274151,0.5988364759578705,inf,0.3004241704940796,0.030248828326383873,0.010205813035750256,0.011786989067045778,0.010260202076897762,0.005003186751917718,0.017662236644630704,0.01917829805195769,0.007776040885128675,0.015814461189493218,0.01174807927710911,0.005214292016217079,0.23438378852446723,0.41557595432339806,,0.27831649799839764,0.0009149916151190434,0.00010415861972068985,0.00013893311126665672,0.00010527174665877715,2.5031877674564964e-05,0.00031195460329093574,0.0003678071161697241,6.046681184719275e-05,0.00025009718271398724,0.00013801736670124052,2.718884123038517e-05,0.05493576032308218,0.172703373811803,,0.07746007305809206
0.0,0.7,0.5445239532347921,0.5772646246910358,0.10846655895487911,-0.00121179302624671,0.0028471719208120897,0.09527462306225222,0.07666203455000145,0.02831444693029842,0.08715153383533103,0.01210767235179104,0.00355397619079103,0.13318048964107257,0.24339280190888601,inf,0.442983341217041,0.04292204738135423,0.013272762060470065,0.019132100106164174,0.012781088159228442,0.00369363115240675,0.011248308571182447,0.012388556190407995,0.004205412572975978,0.012355615950156653,0.006596575836007892,0.0030265537427926546,0.21582613921883897,0.3931587908091025,,0.14035462431665247,0.0018423021514072176,0.0001761662127138536,0.0003660372544722872,0.00016335621453396947,1.3642911090029617e-05,0.00012652444571253652,0.00015347632448289627,1.768549490894443e-05,0.0001526612455077655,4.351481276020322e-05,9.160027558012227e-06,0.04658092237010967,0.15457383479047562,,0.019699420567068655
0.0,0.8,0.5082147065355627,0.564678391690604,0.10652632836074331,0.0005886926832199795,0.00033475755017623994,0.08535061586793818,0.06491431467271636,0.02319193979357466,0.07561352506395039,0.004962144031684939,0.00102370779770239,0.0,0.0,inf,0.6735336542129516,0.02251872837503952,0.007912151238961076,0.011524654217188245,0.011913258017781609,0.006841131894934579,0.011400044690524245,0.011778550293278445,0.0051057564581099,0.012532038639200598,0.013957359950540397,0.005388729318962215,0.0,0.0,,0.13741584628737508,0.0005070931276288099,6.260213722819328e-05,0.00013281765482575482,0.00014192571659823777,4.6801085603891185e-05,0.00012996101894595003,0.00013873424701128976,2.606874900953095e-05,0.00015705199245441678,0.00019480789678894906,2.9038403673042982e-05,0.0,0.0,,0.01888311481087549
0.0,0.9,0.5053373271182379,0.5538374955352601,0.10899235180018359,-0.00295313197133532,-0.00034275979873342986,0.08870357640860935,0.06878632635933424,0.025719138835414056,0.08390036215430322,0.0064491801058499,0.00319965960126211,0.0,0.0,inf,0.7053308725357056,0.03218198200658674,0.0139704437373352,0.0072461846976153935,0.004485892697285983,0.0054244988952453456,0.016990643836341038,0.017518615410300892,0.007999652356601453,0.018829177018561974,0.015942749459873996,0.0076863246686718805,0.0,0.0,,0.24050735791229044,0.001035679965872273,0.00019517329821804833,5.250719267195549e-05,2.0123233291563717e-05,2.9425188264517972e-05,0.0002886819779733937,0.0003069018858940319,6.399443782647917e-05,0.0003545379071963424,0.0002541712603403126,5.907958691223389e-05,0.0,0.0,,0.05784378920995058
