tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,reconstruction_error_recovered_mean,reconstruction_error_recovered_std,reconstruction_error_recovered_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.015455099798166996,0.010264935191559394,0.00010536889448691451,0.010768393116844,0.0074180313936462305,5.5027189757121034e-05,0.010054033996637,0.010622536275165543,0.00011283827691720784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,8.963700056076,0.6999454467887406,0.48992362848028964
