NLL_mean,NMI_true_labels_mean,AMI_true_labels_mean,ARI_true_labels_mean,NMI_rows_mean,AMI_rows_mean,ARI_rows_mean,NMI_cols_mean,AMI_cols_mean,ARI_cols_mean,balance_chierichetti_mean,balance_bera_mean,KL_fairness_error_mean,time_mean,NLL_std,NMI_true_labels_std,AMI_true_labels_std,ARI_true_labels_std,NMI_rows_std,AMI_rows_std,ARI_rows_std,NMI_cols_std,AMI_cols_std,ARI_cols_std,balance_chierichetti_std,balance_bera_std,KL_fairness_error_std,time_std,NLL_var,NMI_true_labels_var,AMI_true_labels_var,ARI_true_labels_var,NMI_rows_var,AMI_rows_var,ARI_rows_var,NMI_cols_var,AMI_cols_var,ARI_cols_var,balance_chierichetti_var,balance_bera_var,KL_fairness_error_var,time_var
3985210.1729507535,0.09156884205277854,0.07099222714730266,0.025731158043801917,0.4772949928403317,0.4681011852444693,0.25567405594303827,0.5705648462642506,0.5576961948290842,0.5100506795566959,0.20562120301545977,0.6004744892889052,0.16933511258698103,5262.004505515099,918.5081669086309,0.005203829220405942,0.0052997689179258255,0.0035652264002877373,0.01786238729608992,0.018163267683845234,0.022354967361300857,0.01799165046834104,0.01847189962030171,0.03471299882367097,0.035292242252330554,0.08715355211432849,0.02570472719236177,257.7694878246612,843657.2526778532,2.707983855515071e-05,2.8087550583412674e-05,1.2710839285308658e-05,0.00031906487991551456,0.00032990429295501664,0.0004997445657248266,0.00032369948657495637,0.0003412110755825024,0.001204992287332182,0.001245542363197186,0.0075957416461449705,0.0006607330000337425,66445.10885338817
