tau_x_mean,tau_x_std,tau_x_var,tau_y_mean,tau_y_std,tau_y_var,NMI_true_labels_mean,NMI_true_labels_std,NMI_true_labels_var,AMI_true_labels_mean,AMI_true_labels_std,AMI_true_labels_var,ARI_true_labels_mean,ARI_true_labels_std,ARI_true_labels_var,NMI_rows_mean,NMI_rows_std,NMI_rows_var,AMI_rows_mean,AMI_rows_std,AMI_rows_var,ARI_rows_mean,ARI_rows_std,ARI_rows_var,NMI_cols_mean,NMI_cols_std,NMI_cols_var,AMI_cols_mean,AMI_cols_std,AMI_cols_var,ARI_cols_mean,ARI_cols_std,ARI_cols_var,reconstruction_error_mean,reconstruction_error_std,reconstruction_error_var,balance_chierichetti_mean,balance_chierichetti_std,balance_chierichetti_var,balance_bera_mean,balance_bera_std,balance_bera_var,KL_fairness_error_mean,KL_fairness_error_std,KL_fairness_error_var,time_mean,time_std,time_var
0.0,0.0,0.0,0.0,0.0,0.0,0.13686034758909998,0.020877611903182453,0.0004358746787799056,0.11935898713768,0.02206835803015324,0.00048701242614702895,0.07878488513557999,0.034035319726673535,0.0011584029888968928,0.3898895105093,0.05372769998596411,0.002886665745781768,0.3382297269157,0.058683815303340964,0.003443790178556635,0.30347697154939995,0.0716578311624986,0.005134844766913156,0.8764376694018001,0.1640174067628089,0.02690170972119671,0.8579534739592001,0.17897985999764443,0.032033790284776396,0.8494448384965999,0.24622886928593896,0.06062865606983202,0.0,0.0,0.0,0.0,0.0,0.0,0.31693934967580006,0.046647575843828004,0.0021759963321056858,0.7535130146726999,0.11965088587113001,0.014316334489746181,0.036247641048599996,0.03287551819195042,0.0010807996963892632
